time_s,target_depth_m,depth_m,depth_error_m,pid_output,motor_command,current_direction,actual_rpm,piston_steps,limit_pressed,block_reason,pressure_ok,current_A,currentRawAdc,
0.500,1.8000,0.8714,0.9286,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
1.000,1.8000,0.8683,0.9317,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
1.500,1.8000,0.8724,0.9276,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
2.000,1.8000,0.8745,0.9255,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
2.500,1.8000,0.8714,0.9286,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
3.000,1.8000,0.8745,0.9255,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
3.500,1.8000,0.8724,0.9276,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
4.000,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
4.500,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
5.000,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
5.500,1.8000,0.8663,0.9337,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
6.000,1.8000,0.8683,0.9317,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
6.500,1.8000,0.8714,0.9286,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
7.000,1.8000,0.8724,0.9276,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
7.500,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.74,517
8.000,1.8000,0.8653,0.9347,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
8.500,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
9.000,1.8000,0.8786,0.9214,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
9.500,1.8000,0.8765,0.9235,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
10.000,1.8000,0.8735,0.9265,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
10.500,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
11.000,1.8000,0.8745,0.9255,0.0000,0.0000,0,0.00,0,1,0,1,-0.77,516
11.500,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
12.000,1.8000,0.8816,0.9184,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
12.500,1.8000,0.8765,0.9235,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
13.000,1.8000,0.8806,0.9194,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
13.500,1.8000,0.8724,0.9276,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
14.000,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
14.500,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
15.000,1.8000,0.8786,0.9214,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
15.500,1.8000,0.8827,0.9173,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
16.000,1.8000,0.8827,0.9173,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
16.500,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
17.000,1.8000,0.8827,0.9173,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
17.500,1.8000,0.8806,0.9194,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
18.000,1.8000,0.8786,0.9214,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
18.500,1.8000,0.8816,0.9184,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
19.000,1.8000,0.8827,0.9173,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
19.500,1.8000,0.8837,0.9163,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
20.000,1.8000,0.8847,0.9153,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
20.500,1.8000,0.8857,0.9143,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
21.000,1.8000,0.8704,0.9296,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
21.500,1.8000,0.8745,0.9255,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
22.000,1.8000,0.8765,0.9235,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
22.500,1.8000,0.8857,0.9143,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
23.000,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
23.500,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
24.000,1.8000,0.8673,0.9327,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
24.500,1.8000,0.8755,0.9245,0.0000,0.0000,0,0.00,0,1,0,1,-0.74,517
25.000,1.8000,0.8837,0.9163,0.0000,0.0000,0,0.00,0,1,0,1,-0.69,519
25.500,1.8000,0.8878,0.9122,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
26.000,1.8000,0.8796,0.9204,0.0000,0.0000,0,0.00,0,1,0,1,-0.74,517
26.500,1.8000,0.8745,0.9255,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
27.000,1.8000,0.8765,0.9235,0.0000,0.0000,0,0.00,0,1,0,1,-0.71,518
