time_s,mode,targetDepth_m,depth_m,error,current_A,currentRawAdc,u_PID,u_total,pwmLeft,pwmRight,Kp,Ki,Kd
35.600,1,1.0000,0.5891,0.4109,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
35.700,1,1.0000,0.5830,0.4170,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
35.800,1,1.0000,0.5912,0.4088,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
35.900,1,1.0000,0.6086,0.3914,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.000,1,1.0000,0.6198,0.3802,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.100,1,1.0000,0.6362,0.3638,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.200,1,1.0000,0.6597,0.3403,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.300,1,1.0000,0.6975,0.3025,-2.151,470.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.400,1,1.0000,0.7252,0.2748,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.500,1,1.0000,0.7528,0.2472,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.600,1,1.0000,0.7712,0.2288,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.700,1,1.0000,0.7814,0.2186,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.800,1,1.0000,0.8090,0.1910,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
36.900,1,1.0000,0.8203,0.1797,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.000,1,1.0000,0.8387,0.1613,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.100,1,1.0000,0.8366,0.1634,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.200,1,1.0000,0.8510,0.1490,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.300,1,1.0000,0.8612,0.1388,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.400,1,1.0000,0.8602,0.1398,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.500,1,1.0000,0.8622,0.1378,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.600,1,1.0000,0.8816,0.1184,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.700,1,1.0000,0.8745,0.1255,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.800,1,1.0000,0.8806,0.1194,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
37.900,1,1.0000,0.8683,0.1317,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.000,1,1.0000,0.8663,0.1337,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.100,1,1.0000,0.8683,0.1317,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.200,1,1.0000,0.8827,0.1173,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.300,1,1.0000,0.8714,0.1286,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.400,1,1.0000,0.8929,0.1071,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.500,1,1.0000,0.8898,0.1102,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.600,1,1.0000,0.8786,0.1214,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.700,1,1.0000,0.8786,0.1214,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.800,1,1.0000,0.8878,0.1122,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
38.900,1,1.0000,0.8796,0.1204,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.000,1,1.0000,0.8765,0.1235,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.100,1,1.0000,0.8683,0.1317,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.200,1,1.0000,0.8714,0.1286,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.300,1,1.0000,0.8765,0.1235,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.400,1,1.0000,0.8827,0.1173,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.500,1,1.0000,0.8827,0.1173,-2.199,469.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.600,1,1.0000,0.8786,0.1214,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.700,1,1.0000,0.8765,0.1235,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.800,1,1.0000,0.8724,0.1276,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
39.900,1,1.0000,0.8735,0.1265,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.000,1,1.0000,0.8694,0.1306,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.100,1,1.0000,0.8632,0.1368,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.200,1,1.0000,0.8724,0.1276,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.300,1,1.0000,0.8499,0.1501,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.400,1,1.0000,0.8244,0.1756,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.500,1,1.0000,0.8019,0.1981,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.600,1,1.0000,0.8039,0.1961,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.700,1,1.0000,0.7773,0.2227,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.800,1,1.0000,0.7681,0.2319,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
40.900,1,1.0000,0.7456,0.2544,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.000,1,1.0000,0.7385,0.2615,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.100,1,1.0000,0.7385,0.2615,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.200,1,1.0000,0.7477,0.2523,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.300,1,1.0000,0.7303,0.2697,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.400,1,1.0000,0.7466,0.2534,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.500,1,1.0000,0.7221,0.2779,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.600,1,1.0000,0.7456,0.2544,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.700,1,1.0000,0.7640,0.2360,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.800,1,1.0000,0.7620,0.2380,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
41.900,1,1.0000,0.7671,0.2329,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.000,1,1.0000,0.7783,0.2217,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.101,1,1.0000,0.7722,0.2278,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.200,1,1.0000,0.7896,0.2104,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.300,1,1.0000,0.7804,0.2196,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.400,1,1.0000,0.7814,0.2186,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.500,1,1.0000,0.7875,0.2125,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.600,1,1.0000,0.7804,0.2196,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.700,1,1.0000,0.7783,0.2217,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.800,1,1.0000,0.7804,0.2196,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
42.900,1,1.0000,0.7998,0.2002,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.000,1,1.0000,0.7712,0.2288,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.100,1,1.0000,0.7855,0.2145,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.200,1,1.0000,0.7886,0.2114,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.300,1,1.0000,0.7804,0.2196,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.400,1,1.0000,0.7916,0.2084,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.500,1,1.0000,0.7794,0.2206,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.600,1,1.0000,0.7978,0.2022,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.700,1,1.0000,0.7804,0.2196,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.800,1,1.0000,0.7814,0.2186,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
43.900,1,1.0000,0.7824,0.2176,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.000,1,1.0000,0.7865,0.2135,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.100,1,1.0000,0.7630,0.2370,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.200,1,1.0000,0.7681,0.2319,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.300,1,1.0000,0.7620,0.2380,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.400,1,1.0000,0.7814,0.2186,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.500,1,1.0000,0.7875,0.2125,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.600,1,1.0000,0.7702,0.2298,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.700,1,1.0000,0.7865,0.2135,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.800,1,1.0000,0.8080,0.1920,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
44.900,1,1.0000,0.7896,0.2104,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.000,1,1.0000,0.7947,0.2053,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.100,1,1.0000,0.7804,0.2196,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.200,1,1.0000,0.8049,0.1951,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.300,1,1.0000,0.8039,0.1961,-1.857,476.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.400,1,1.0000,0.7957,0.2043,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.500,1,1.0000,0.7763,0.2237,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.600,1,1.0000,0.7824,0.2176,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.700,1,1.0000,0.7538,0.2462,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.800,1,1.0000,0.7610,0.2390,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
45.900,1,1.0000,0.7610,0.2390,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.000,1,1.0000,0.7763,0.2237,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.100,1,1.0000,0.7712,0.2288,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.200,1,1.0000,0.7650,0.2350,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.300,1,1.0000,0.7661,0.2339,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.400,1,1.0000,0.7978,0.2022,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.500,1,1.0000,0.7794,0.2206,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.600,1,1.0000,0.7855,0.2145,-2.102,471.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.700,1,1.0000,0.7896,0.2104,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.800,1,1.0000,0.8060,0.1940,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
46.900,1,1.0000,0.8019,0.1981,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.000,1,1.0000,0.8131,0.1869,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.100,1,1.0000,0.8141,0.1859,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.200,1,1.0000,0.7957,0.2043,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.300,1,1.0000,0.8203,0.1797,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.400,1,1.0000,0.8162,0.1838,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.500,1,1.0000,0.7927,0.2073,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.600,1,1.0000,0.7927,0.2073,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.700,1,1.0000,0.7957,0.2043,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.800,1,1.0000,0.7835,0.2165,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
47.900,1,1.0000,0.7783,0.2217,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.000,1,1.0000,0.7763,0.2237,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.100,1,1.0000,0.7763,0.2237,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.200,1,1.0000,0.7702,0.2298,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.300,1,1.0000,0.7681,0.2319,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.400,1,1.0000,0.7824,0.2176,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.500,1,1.0000,0.7855,0.2145,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.600,1,1.0000,0.7927,0.2073,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.700,1,1.0000,0.7988,0.2012,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.800,1,1.0000,0.8100,0.1900,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
48.900,1,1.0000,0.8008,0.1992,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.000,1,1.0000,0.8080,0.1920,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.100,1,1.0000,0.8121,0.1879,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.200,1,1.0000,0.8049,0.1951,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.300,1,1.0000,0.8049,0.1951,-2.199,469.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.400,1,1.0000,0.8019,0.1981,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.500,1,1.0000,0.7988,0.2012,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.600,1,1.0000,0.7947,0.2053,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.700,1,1.0000,0.7896,0.2104,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.800,1,1.0000,0.7835,0.2165,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
49.900,1,1.0000,0.7671,0.2329,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.000,1,1.0000,0.7671,0.2329,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.100,1,1.0000,0.7415,0.2585,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.200,1,1.0000,0.7640,0.2360,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.300,1,1.0000,0.7702,0.2298,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.400,1,1.0000,0.7712,0.2288,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.500,1,1.0000,0.7579,0.2421,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.600,1,1.0000,0.7783,0.2217,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.700,1,1.0000,0.7773,0.2227,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.800,1,1.0000,0.7865,0.2135,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
50.900,1,1.0000,0.7916,0.2084,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.000,1,1.0000,0.7916,0.2084,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.100,1,1.0000,0.7875,0.2125,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.200,1,1.0000,0.8008,0.1992,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.300,1,1.0000,0.7916,0.2084,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.400,1,1.0000,0.8029,0.1971,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.500,1,1.0000,0.8060,0.1940,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.600,1,1.0000,0.8213,0.1787,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.700,1,1.0000,0.7978,0.2022,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.800,1,1.0000,0.7916,0.2084,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
51.900,1,1.0000,0.7978,0.2022,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.000,1,1.0000,0.7845,0.2155,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.100,1,1.0000,0.8049,0.1951,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.200,1,1.0000,0.7896,0.2104,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.300,1,1.0000,0.7783,0.2217,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.400,1,1.0000,0.7896,0.2104,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.500,1,1.0000,0.7681,0.2319,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.600,1,1.0000,0.7875,0.2125,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.700,1,1.0000,0.7927,0.2073,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.800,1,1.0000,0.7855,0.2145,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
52.900,1,1.0000,0.7794,0.2206,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.000,1,1.0000,0.7671,0.2329,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.102,1,1.0000,0.7783,0.2217,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.200,1,1.0000,0.7937,0.2063,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.300,1,1.0000,0.7845,0.2155,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.400,1,1.0000,0.7794,0.2206,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.500,1,1.0000,0.7947,0.2053,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.600,1,1.0000,0.7998,0.2002,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.700,1,1.0000,0.7947,0.2053,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.800,1,1.0000,0.8060,0.1940,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
53.900,1,1.0000,0.7916,0.2084,-1.906,475.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.000,1,1.0000,0.8070,0.1930,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.100,1,1.0000,0.8039,0.1961,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.200,1,1.0000,0.8049,0.1951,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.300,1,1.0000,0.7906,0.2094,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.400,1,1.0000,0.8111,0.1889,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.500,1,1.0000,0.8029,0.1971,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.600,1,1.0000,0.8060,0.1940,-2.053,472.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.700,1,1.0000,0.8008,0.1992,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.800,1,1.0000,0.7804,0.2196,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
54.900,1,1.0000,0.8060,0.1940,-1.955,474.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
55.000,1,1.0000,0.7804,0.2196,-2.004,473.000,0.00000,0.40000,1340,1340,0.000,0.000,0.000
