time_s,target_depth_m,depth_m,depth_error_m,pid_output,motor_command,current_direction,actual_rpm,piston_steps,limit_pressed,block_reason,pressure_ok,current_A,currentRawAdc,
1.000,1.8000,0.7282,1.0718,0.3315,0.3315,1,99.46,87,0,0,1,-0.45,528
2.000,1.8000,0.7252,1.0748,0.3325,0.3325,1,99.74,287,0,0,1,-0.37,531
3.000,1.8000,0.7170,1.0830,0.3349,0.3349,1,100.47,487,0,0,1,-0.42,529
4.000,1.8000,0.7200,1.0800,0.3340,0.3340,1,100.20,686,0,0,1,-0.45,528
5.000,1.8000,0.7200,1.0800,0.3340,0.3340,1,100.20,886,0,0,1,-0.48,527
6.000,1.8000,0.7292,1.0708,0.3312,0.3312,1,99.37,1086,0,0,1,-0.42,529
7.000,1.8000,0.7374,1.0626,0.3288,0.3288,1,98.63,1284,0,0,1,-0.42,529
8.000,1.8000,0.7395,1.0605,0.3282,0.3282,1,98.45,1484,0,0,1,-0.45,528
9.000,1.8000,0.7385,1.0615,0.3285,0.3285,1,98.54,1684,0,0,1,-0.37,531
10.000,1.8000,0.7344,1.0656,0.3297,0.3297,1,98.91,1882,0,0,1,-0.42,529
11.000,1.8000,0.7262,1.0738,0.3321,0.3321,1,99.64,2082,0,0,1,-0.34,532
12.000,1.8000,0.7262,1.0738,0.3321,0.3321,1,99.64,2282,0,0,1,-0.34,532
13.000,1.8000,0.7211,1.0789,0.3337,0.3337,1,100.10,2479,0,0,1,-0.34,532
14.000,1.8000,0.7170,1.0830,0.3349,0.3349,1,100.47,2679,0,0,1,-0.45,528
15.000,1.8000,0.7241,1.0759,0.3328,0.3328,1,99.83,2879,0,0,1,-0.40,530
16.000,1.8000,0.7231,1.0769,0.3331,0.3331,1,99.92,3077,0,0,1,-0.40,530
17.000,1.8000,0.7282,1.0718,0.3315,0.3315,1,99.46,3277,0,0,1,-0.45,528
18.000,1.8000,0.7292,1.0708,0.3312,0.3312,1,99.37,3477,0,0,1,-0.34,532
19.000,1.8000,0.7272,1.0728,0.3318,0.3318,1,99.55,3675,0,0,1,-0.42,529
20.000,1.8000,0.7303,1.0697,0.3309,0.3309,1,99.28,3875,0,0,1,-0.34,532
21.000,1.8000,0.7364,1.0636,0.3291,0.3291,1,98.72,4075,0,0,1,-0.48,527
22.000,1.8000,0.7487,1.0513,0.3254,0.3254,1,97.62,4273,0,0,1,-0.37,531
23.000,1.8000,0.7374,1.0626,0.3288,0.3288,1,98.63,4473,0,0,1,-0.40,530
24.000,1.8000,0.7405,1.0595,0.3279,0.3279,1,98.36,4673,0,0,1,-0.37,531
25.000,1.8000,0.7354,1.0646,0.3294,0.3294,1,98.82,4871,0,0,1,-0.42,529
26.000,1.8000,0.7282,1.0718,0.3315,0.3315,1,99.46,5071,0,0,1,-0.40,530
27.000,1.8000,0.7262,1.0738,0.3321,0.3321,1,99.64,5271,0,0,1,-0.48,527
28.000,1.8000,0.7292,1.0708,0.3312,0.3312,1,99.37,5469,0,0,1,-0.42,529
29.000,1.8000,0.7313,1.0687,0.3306,0.3306,1,99.18,5669,0,0,1,-0.34,532
30.000,1.8000,0.7211,1.0789,0.3337,0.3337,1,100.10,5869,0,0,1,-0.42,529
31.000,1.8000,0.7241,1.0759,0.3328,0.3328,1,99.83,6067,0,0,1,-0.42,529
32.000,1.8000,0.7252,1.0748,0.3325,0.3325,1,99.74,6267,0,0,1,-0.48,527
33.000,1.8000,0.7385,1.0615,0.3285,0.3285,1,98.54,6467,0,0,1,-0.34,532
34.000,1.8000,0.7272,1.0728,0.3318,0.3318,1,99.55,6665,0,0,1,-0.37,531
35.000,1.8000,0.7323,1.0677,0.3303,0.3303,1,99.09,6864,0,0,1,-0.40,530
36.000,1.8000,0.7313,1.0687,0.3306,0.3306,1,99.18,7064,0,0,1,-0.42,529
37.000,1.8000,0.7415,1.0585,0.3275,0.3275,1,98.26,7262,0,0,1,-0.40,530
38.000,1.8000,0.7313,1.0687,0.3306,0.3306,1,99.18,7462,0,0,1,-0.37,531
39.000,1.8000,0.7221,1.0779,0.3334,0.3334,1,100.01,7662,0,0,1,-0.37,531
40.000,1.8000,0.7282,1.0718,0.3315,0.3315,1,99.46,7860,0,0,1,-0.42,529
41.000,1.8000,0.7425,1.0575,0.3272,0.3272,1,98.17,8060,0,0,1,-0.40,530
42.000,1.8000,0.7845,1.0155,0.3147,0.3147,1,94.40,8257,0,0,1,-0.34,532
43.000,1.8000,0.8653,0.9347,0.2904,0.2904,1,87.13,8439,0,0,1,-0.40,530
44.000,1.8000,0.9747,0.8253,0.2576,0.2576,1,77.28,8607,0,0,1,-0.32,533
45.000,1.8000,1.1281,0.6719,0.2116,0.2116,1,63.47,8752,0,0,1,-0.40,530
46.000,1.8000,1.3327,0.4673,0.1502,0.1502,1,45.06,8866,0,0,1,-0.40,530
47.000,1.8000,1.5792,0.2208,0.0000,0.0000,0,0.00,8928,0,0,1,-0.74,517
48.000,1.8000,1.8502,-0.0502,0.0000,0.0000,0,0.00,8928,0,0,1,-0.74,517
49.000,1.8000,2.1489,-0.3489,-0.1069,0.1069,-1,32.06,8927,0,0,1,-0.82,514
50.000,1.8000,2.4526,-0.6526,-0.2032,0.2032,-1,60.95,8833,0,0,1,-0.40,530
51.000,1.8000,2.5273,-0.7273,-0.2282,0.2282,-1,68.46,8696,0,0,1,-0.45,528
52.000,1.8000,2.6153,-0.8153,-0.2546,0.2546,-1,76.37,8551,0,0,1,-0.37,531
53.000,1.8000,2.6091,-0.8091,-0.2527,0.2527,-1,75.82,8399,0,0,1,-0.32,533
54.000,1.8000,2.6163,-0.8163,-0.2549,0.2549,-1,76.47,8240,0,0,1,-0.40,530
55.000,1.8000,2.6214,-0.8214,-0.2564,0.2564,-1,76.93,8081,0,0,1,-0.42,529
56.000,1.8000,2.6173,-0.8173,-0.2552,0.2552,-1,76.56,7922,0,0,1,-0.45,528
57.000,1.8000,2.6101,-0.8101,-0.2530,0.2530,-1,75.91,7763,0,0,1,-0.34,532
58.000,1.8000,2.5999,-0.7999,-0.2500,0.2500,-1,74.99,7613,0,0,1,-0.40,530
59.000,1.8000,2.5876,-0.7876,-0.2463,0.2463,-1,73.89,7463,0,0,1,-0.32,533
60.000,1.8000,2.5795,-0.7795,-0.2438,0.2438,-1,73.15,7313,0,0,1,-0.32,533
61.000,1.8000,2.5549,-0.7549,-0.2365,0.2365,-1,70.94,7164,0,0,1,-0.34,532
62.000,1.8000,2.5723,-0.7723,-0.2417,0.2417,-1,72.51,7014,0,0,1,-0.40,530
63.000,1.8000,2.5611,-0.7611,-0.2383,0.2383,-1,71.49,6864,0,0,1,-0.34,532
64.000,1.8000,2.5641,-0.7641,-0.2392,0.2392,-1,71.77,6715,0,0,1,-0.40,530
65.000,1.8000,2.5774,-0.7774,-0.2432,0.2432,-1,72.97,6565,0,0,1,-0.32,533
66.000,1.8000,2.5713,-0.7713,-0.2414,0.2414,-1,72.42,6415,0,0,1,-0.40,530
67.000,1.8000,2.5549,-0.7549,-0.2365,0.2365,-1,70.94,6266,0,0,1,-0.42,529
68.000,1.8000,2.5365,-0.7365,-0.2310,0.2310,-1,69.29,6123,0,0,1,-0.37,531
69.000,1.8000,2.5201,-0.7201,-0.2260,0.2260,-1,67.81,5983,0,0,1,-0.37,531
70.000,1.8000,2.4864,-0.6864,-0.2159,0.2159,-1,64.78,5846,0,0,1,-0.40,530
71.000,1.8000,2.4363,-0.6363,-0.2009,0.2009,-1,60.26,5717,0,0,1,-0.37,531
72.000,1.8000,2.3698,-0.5698,-0.1809,0.1809,-1,54.28,5598,0,0,1,-0.40,530
73.000,1.8000,2.2767,-0.4767,-0.1530,0.1530,-1,45.90,5493,0,0,1,-0.45,528
74.000,1.8000,2.1611,-0.3611,-0.1183,0.1183,-1,35.50,5406,0,0,1,-0.40,530
75.000,1.8000,2.0282,-0.2282,0.0000,0.0000,0,0.00,5371,0,0,1,-0.77,516
76.000,1.8000,1.8635,-0.0635,0.0000,0.0000,0,0.00,5371,0,0,1,-0.87,512
77.000,1.8000,1.6845,0.1155,0.0000,0.0000,0,0.00,5371,0,0,1,-0.85,513
