time_s,target_depth_m,depth_m,depth_error_m,pid_output,motor_command,current_direction,actual_rpm,piston_steps,limit_pressed,block_reason,pressure_ok,current_A,currentRawAdc,
0.500,1.8000,0.8418,0.9582,0.1006,0.1006,1,30.18,0,1,0,1,-0.77,516
1.000,1.8000,0.8407,0.9593,0.1055,0.1055,1,31.65,0,1,0,1,-0.37,531
1.500,1.8000,0.8407,0.9593,0.1059,0.1059,1,31.78,0,1,0,1,-0.45,528
2.000,1.8000,0.8489,0.9511,0.1051,0.1051,1,31.53,46,0,0,1,-0.37,531
2.500,1.8000,0.8438,0.9562,0.1056,0.1056,1,31.69,95,0,0,1,-0.32,533
3.000,1.8000,0.8479,0.9521,0.1052,0.1052,1,31.56,144,0,0,1,-0.40,530
3.500,1.8000,0.8499,0.9501,0.1050,0.1050,1,31.50,193,0,0,1,-0.45,528
4.000,1.8000,0.8458,0.9542,0.1054,0.1054,1,31.62,242,0,0,1,-0.45,528
4.500,1.8000,0.8489,0.9511,0.1051,0.1051,1,31.53,291,0,0,1,-0.34,532
5.000,1.8000,0.8418,0.9582,0.1058,0.1058,1,31.75,340,0,0,1,-0.40,530
5.500,1.8000,0.8428,0.9572,0.1057,0.1057,1,31.72,389,0,0,1,-0.45,528
6.000,1.8000,0.8448,0.9552,0.1055,0.1055,1,31.66,438,0,0,1,-0.48,527
6.500,1.8000,0.8428,0.9572,0.1057,0.1057,1,31.72,487,0,0,1,-0.45,528
7.000,1.8000,0.8479,0.9521,0.1052,0.1052,1,31.56,536,0,0,1,-0.40,530
7.500,1.8000,0.8489,0.9511,0.1051,0.1051,1,31.53,585,0,0,1,-0.42,529
8.000,1.8000,0.8428,0.9572,0.1057,0.1057,1,31.72,634,0,0,1,-0.50,526
8.500,1.8000,0.8438,0.9562,0.1056,0.1056,1,31.69,683,0,0,1,-0.42,529
9.000,1.8000,0.8428,0.9572,0.1057,0.1057,1,31.72,732,0,0,1,-0.40,530
9.500,1.8000,0.8499,0.9501,0.1050,0.1050,1,31.50,781,0,0,1,-0.40,530
10.000,1.8000,0.8438,0.9562,0.1056,0.1056,1,31.69,830,0,0,1,-0.37,531
10.500,1.8000,0.8418,0.9582,0.1058,0.1058,1,31.75,879,0,0,1,-0.48,527
11.000,1.8000,0.8469,0.9531,0.1053,0.1053,1,31.59,928,0,0,1,-0.42,529
11.500,1.8000,0.8448,0.9552,0.1055,0.1055,1,31.66,977,0,0,1,-0.45,528
12.000,1.8000,0.8438,0.9562,0.1056,0.1056,1,31.69,1026,0,0,1,-0.53,525
12.500,1.8000,0.8458,0.9542,0.1054,0.1054,1,31.62,1075,0,0,1,-0.40,530
13.000,1.8000,0.8377,0.9623,0.1062,0.1062,1,31.87,1124,0,0,1,-0.45,528
13.500,1.8000,0.8520,0.9480,0.1048,0.1048,1,31.44,1173,0,0,1,-0.40,530
14.000,1.8000,0.8418,0.9582,0.1058,0.1058,1,31.75,1222,0,0,1,-0.45,528
14.500,1.8000,0.8418,0.9582,0.1058,0.1058,1,31.75,1271,0,0,1,-0.48,527
15.000,1.8000,0.8479,0.9521,0.1052,0.1052,1,31.56,1320,0,0,1,-0.42,529
15.500,1.8000,0.8510,0.9490,0.1049,0.1049,1,31.47,1369,0,0,1,-0.45,528
16.000,1.8000,0.8458,0.9542,0.1054,0.1054,1,31.62,1418,0,0,1,-0.45,528
16.500,1.8000,0.8448,0.9552,0.1055,0.1055,1,31.66,1467,0,0,1,-0.37,531
17.000,1.8000,0.8469,0.9531,0.1053,0.1053,1,31.59,1516,0,0,1,-0.37,531
17.500,1.8000,0.8520,0.9480,0.1048,0.1048,1,31.44,1565,0,0,1,-0.42,529
18.000,1.8000,0.8448,0.9552,0.1055,0.1055,1,31.66,1614,0,0,1,-0.40,530
18.500,1.8000,0.8428,0.9572,0.1057,0.1057,1,31.72,1663,0,0,1,-0.45,528
19.000,1.8000,0.8479,0.9521,0.1052,0.1052,1,31.56,1712,0,0,1,-0.48,527
19.500,1.8000,0.8479,0.9521,0.1052,0.1052,1,31.56,1761,0,0,1,-0.37,531
20.000,1.8000,0.8591,0.9409,0.1041,0.1041,1,31.23,1810,0,0,1,-0.37,531
20.500,1.8000,0.8510,0.9490,0.1049,0.1049,1,31.47,1858,0,0,1,-0.40,530
