time_s,mode,targetDepth_m,depth_m,current_A,currentRawAdc,controlOutput,Kp,Ki,Kd
32.800,1,1.0000,1.4135,-2.053,472.000,1.07311,1.000,0.040,2.500
32.900,1,1.0000,1.4401,-1.955,474.000,-1.30760,1.000,0.040,2.500
33.000,1,1.0000,1.5076,-8.358,343.000,-0.45662,1.000,0.040,2.500
33.100,1,1.0000,1.4391,-5.865,394.000,0.65550,1.000,0.040,2.500
33.200,1,1.0000,1.4360,-5.230,407.000,1.55466,1.000,0.040,2.500
33.300,1,1.0000,1.4892,-5.963,392.000,-2.13130,1.000,0.040,2.500
33.400,1,1.0000,1.5403,-4.741,417.000,-2.28680,1.000,0.040,2.500
33.500,1,1.0000,1.5311,-8.749,335.000,1.70906,1.000,0.040,2.500
33.600,1,1.0000,1.5403,-2.933,454.000,-3.31383,1.000,0.040,2.500
33.700,1,1.0000,1.5669,-4.154,429.000,-1.24595,1.000,0.040,2.500
33.800,1,1.0000,1.5792,-2.786,457.000,-1.72074,1.000,0.040,2.500
33.900,1,1.0000,1.6682,-6.598,379.000,-1.55666,1.000,0.040,2.500
34.000,1,1.0000,1.6784,-6.891,373.000,-0.08658,1.000,0.040,2.500
34.100,1,1.0000,1.6007,-8.504,340.000,-1.60960,1.000,0.040,2.500
34.200,1,1.0000,1.6170,-1.613,481.000,-1.20620,1.000,0.040,2.500
34.300,1,1.0000,1.5710,-5.523,401.000,-3.20792,1.000,0.040,2.500
34.400,1,1.0000,1.5434,-0.978,494.000,0.95975,1.000,0.040,2.500
34.500,1,1.0000,1.5076,-10.704,295.000,-0.33611,1.000,0.040,2.500
34.600,1,1.0000,1.4421,-3.128,450.000,0.85260,1.000,0.040,2.500
34.700,1,1.0000,1.4196,-1.711,479.000,1.02679,1.000,0.040,2.500
34.800,1,1.0000,1.3930,-1.613,481.000,0.79608,1.000,0.040,2.500
34.900,1,1.0000,1.3736,-4.399,424.000,0.04692,1.000,0.040,2.500
35.000,1,1.0000,1.3235,-10.655,296.000,0.60710,1.000,0.040,2.500
35.101,1,1.0000,1.2693,-8.016,350.000,-0.29863,1.000,0.040,2.500
35.200,1,1.0000,1.2529,-3.030,452.000,0.26646,1.000,0.040,2.500
35.300,1,1.0000,1.2550,-1.417,485.000,0.51906,1.000,0.040,2.500
35.400,1,1.0000,1.2488,-0.831,497.000,0.57532,1.000,0.040,2.500
35.500,1,1.0000,1.2427,-2.102,471.000,-0.13546,1.000,0.040,2.500
35.600,1,1.0000,1.1977,-2.102,471.000,0.26672,1.000,0.040,2.500
35.700,1,1.0000,1.1823,-3.568,441.000,0.43473,1.000,0.040,2.500
35.800,1,1.0000,1.1302,-6.012,391.000,1.45796,1.000,0.040,2.500
35.900,1,1.0000,1.1271,-1.760,478.000,-0.02252,1.000,0.040,2.500
36.000,1,1.0000,1.1159,-2.297,467.000,0.29509,1.000,0.040,2.500
36.100,1,1.0000,1.0903,-1.369,486.000,0.71868,1.000,0.040,2.500
36.200,1,1.0000,1.0668,-2.102,471.000,1.00830,1.000,0.040,2.500
36.300,1,1.0000,1.0473,-1.711,479.000,0.97637,1.000,0.040,2.500
36.400,1,1.0000,1.0115,-10.899,291.000,0.14276,1.000,0.040,2.500
36.500,1,1.0000,0.9941,-10.606,297.000,-1.62963,1.000,0.040,2.500
36.600,1,1.0000,0.9849,-3.324,446.000,-0.59755,1.000,0.040,2.500
36.700,1,1.0000,0.9757,-3.275,447.000,0.33225,1.000,0.040,2.500
36.800,1,1.0000,0.9553,-2.248,468.000,1.01766,1.000,0.040,2.500
36.900,1,1.0000,0.9410,-10.704,295.000,-0.70648,1.000,0.040,2.500
37.000,1,1.0000,0.8847,-3.519,442.000,2.77646,1.000,0.040,2.500
37.100,1,1.0000,0.9481,-5.327,405.000,-1.75481,1.000,0.040,2.500
37.200,1,1.0000,0.9174,-1.271,488.000,2.28402,1.000,0.040,2.500
37.300,1,1.0000,0.9686,-6.696,377.000,-2.93194,1.000,0.040,2.500
37.400,1,1.0000,0.8520,-6.696,377.000,-1.22937,1.000,0.040,2.500
37.500,1,1.0000,0.8571,-7.331,364.000,1.93666,1.000,0.040,2.500
37.600,1,1.0000,0.9716,-6.843,374.000,-2.16655,1.000,0.040,2.500
37.700,1,1.0000,0.9226,-1.906,475.000,3.25235,1.000,0.040,2.500
37.800,1,1.0000,0.8878,-6.794,375.000,-0.03646,1.000,0.040,2.500
37.900,1,1.0000,0.9226,-2.102,471.000,0.90069,1.000,0.040,2.500
38.000,1,1.0000,0.9481,-2.737,458.000,-0.30085,1.000,0.040,2.500
38.100,1,1.0000,0.9144,-6.305,385.000,1.46219,1.000,0.040,2.500
38.200,1,1.0000,0.9410,-3.226,448.000,0.11596,1.000,0.040,2.500
38.300,1,1.0000,0.9512,-0.489,504.000,-0.14976,1.000,0.040,2.500
38.400,1,1.0000,0.9491,-1.271,488.000,0.26160,1.000,0.040,2.500
38.500,1,1.0000,0.9676,-0.440,505.000,-0.37033,1.000,0.040,2.500
38.600,1,1.0000,0.9706,-6.256,386.000,-0.47553,1.000,0.040,2.500
38.700,1,1.0000,0.9686,-0.684,500.000,0.24259,1.000,0.040,2.500
38.800,1,1.0000,0.9829,-0.538,503.000,-0.53872,1.000,0.040,2.500
38.900,1,1.0000,0.9624,-1.564,482.000,-0.16013,1.000,0.040,2.500
39.000,1,1.0000,0.9849,-4.643,419.000,0.12427,1.000,0.040,2.500
39.101,1,1.0000,0.9931,-0.538,503.000,0.10333,1.000,0.040,2.500
39.200,1,1.0000,0.9512,-3.226,448.000,1.38554,1.000,0.040,2.500
39.300,1,1.0000,0.9164,-6.843,374.000,-0.62488,1.000,0.040,2.500
39.400,1,1.0000,0.9778,-4.203,428.000,0.64344,1.000,0.040,2.500
39.500,1,1.0000,0.9451,-2.199,469.000,1.64798,1.000,0.040,2.500
39.600,1,1.0000,0.9011,-4.399,424.000,0.46500,1.000,0.040,2.500
39.700,1,1.0000,0.9512,-3.715,438.000,-1.17018,1.000,0.040,2.500
39.800,1,1.0000,0.9174,-2.688,459.000,0.65376,1.000,0.040,2.500
39.900,1,1.0000,0.8581,-8.798,334.000,2.55457,1.000,0.040,2.500
40.000,1,1.0000,0.8868,-2.688,459.000,-1.15558,1.000,0.040,2.500
40.100,1,1.0000,0.8775,-3.030,452.000,1.71309,1.000,0.040,2.500
40.200,1,1.0000,0.8346,-11.241,284.000,1.45459,1.000,0.040,2.500
40.300,1,1.0000,0.8356,-0.635,501.000,0.84054,1.000,0.040,2.500
40.400,1,1.0000,0.8131,-7.527,360.000,0.25012,1.000,0.040,2.500
40.500,1,1.0000,0.7978,-2.053,472.000,1.13560,1.000,0.040,2.500
40.600,1,1.0000,0.8060,-2.542,462.000,0.00315,1.000,0.040,2.500
40.700,1,1.0000,0.7661,-5.376,404.000,2.14061,1.000,0.040,2.500
40.800,1,1.0000,0.7589,-3.079,451.000,0.76796,1.000,0.040,2.500
40.900,1,1.0000,0.7395,-10.850,292.000,0.78843,1.000,0.040,2.500
41.000,1,1.0000,0.7067,-5.474,402.000,3.43031,1.000,0.040,2.500
41.100,1,1.0000,0.7466,-1.222,489.000,-0.91395,1.000,0.040,2.500
41.200,1,1.0000,0.7292,-5.914,393.000,0.39274,1.000,0.040,2.500
41.300,1,1.0000,0.7487,-0.978,494.000,0.32318,1.000,0.040,2.500
41.400,1,1.0000,0.7538,-9.971,310.000,-0.34573,1.000,0.040,2.500
41.500,1,1.0000,0.7159,-1.760,478.000,-0.61354,1.000,0.040,2.500
41.600,1,1.0000,0.7323,-2.639,460.000,0.75191,1.000,0.040,2.500
41.700,1,1.0000,0.7385,-1.613,481.000,-2.27028,1.000,0.040,2.500
41.800,1,1.0000,0.7149,-9.726,315.000,1.28295,1.000,0.040,2.500
41.900,1,1.0000,0.6945,-4.106,430.000,2.68530,1.000,0.040,2.500
42.000,1,1.0000,0.7159,-8.895,332.000,0.97735,1.000,0.040,2.500
42.100,1,1.0000,0.7405,-2.248,468.000,1.35561,1.000,0.040,2.500
42.200,1,1.0000,0.7303,-9.971,310.000,0.19803,1.000,0.040,2.500
42.300,1,1.0000,0.7385,-0.587,502.000,0.24204,1.000,0.040,2.500
42.400,1,1.0000,0.7139,-10.899,291.000,1.39276,1.000,0.040,2.500
42.500,1,1.0000,0.7231,-10.997,289.000,-0.40518,1.000,0.040,2.500
42.600,1,1.0000,0.7344,-1.320,487.000,-1.48921,1.000,0.040,2.500
42.700,1,1.0000,0.7497,-0.929,495.000,-0.12277,1.000,0.040,2.500
42.800,1,1.0000,0.7487,-0.440,505.000,0.79975,1.000,0.040,2.500
42.900,1,1.0000,0.7425,-4.154,429.000,0.24439,1.000,0.040,2.500
43.000,1,1.0000,0.7712,-0.831,497.000,-0.09015,1.000,0.040,2.500
43.102,1,1.0000,0.7569,-0.684,500.000,0.94793,1.000,0.040,2.500
43.200,1,1.0000,0.7712,-4.985,412.000,-1.00873,1.000,0.040,2.500
43.300,1,1.0000,0.8581,-8.456,341.000,-2.27120,1.000,0.040,2.500
43.400,1,1.0000,0.7344,-5.816,395.000,4.29701,1.000,0.040,2.500
43.500,1,1.0000,0.7231,-8.309,344.000,3.28647,1.000,0.040,2.500
43.600,1,1.0000,0.8111,-2.786,457.000,-3.09072,1.000,0.040,2.500
43.700,1,1.0000,0.8233,-1.417,485.000,0.57973,1.000,0.040,2.500
43.800,1,1.0000,0.8193,-1.564,482.000,1.40273,1.000,0.040,2.500
43.900,1,1.0000,0.7753,-5.230,407.000,-1.72293,1.000,0.040,2.500
44.000,1,1.0000,0.8285,-4.594,420.000,-0.70146,1.000,0.040,2.500
44.100,1,1.0000,0.8469,-5.181,408.000,-1.65430,1.000,0.040,2.500
44.200,1,1.0000,0.7569,-4.790,416.000,2.28666,1.000,0.040,2.500
44.300,1,1.0000,0.7855,-5.425,403.000,-1.21852,1.000,0.040,2.500
44.400,1,1.0000,0.7875,-2.297,467.000,-0.40146,1.000,0.040,2.500
44.500,1,1.0000,0.7538,-6.452,382.000,1.83221,1.000,0.040,2.500
44.600,1,1.0000,0.7640,-4.203,428.000,2.05977,1.000,0.040,2.500
44.700,1,1.0000,0.7640,-10.753,294.000,-0.37515,1.000,0.040,2.500
44.800,1,1.0000,0.7333,-1.320,487.000,-0.49678,1.000,0.040,2.500
44.900,1,1.0000,0.7477,-0.196,510.000,0.25701,1.000,0.040,2.500
45.000,1,1.0000,0.7231,-5.474,402.000,0.58949,1.000,0.040,2.500
45.100,1,1.0000,0.7507,-2.493,463.000,0.46060,1.000,0.040,2.500
45.200,1,1.0000,0.7395,-0.538,503.000,1.39336,1.000,0.040,2.500
45.300,1,1.0000,0.7323,-10.997,289.000,0.07198,1.000,0.040,2.500
45.400,1,1.0000,0.7211,-5.181,408.000,3.10146,1.000,0.040,2.500
45.500,1,1.0000,0.7650,-2.297,467.000,0.60373,1.000,0.040,2.500
45.600,1,1.0000,0.7783,-2.297,467.000,-0.17574,1.000,0.040,2.500
45.700,1,1.0000,0.7875,-0.635,501.000,0.37844,1.000,0.040,2.500
45.800,1,1.0000,0.7906,-2.835,456.000,0.32507,1.000,0.040,2.500
45.900,1,1.0000,0.7916,-1.320,487.000,-0.03308,1.000,0.040,2.500
46.000,1,1.0000,0.8049,-0.635,501.000,0.05670,1.000,0.040,2.500
46.100,1,1.0000,0.8039,-4.448,423.000,0.47736,1.000,0.040,2.500
46.200,1,1.0000,0.8049,-0.684,500.000,0.72306,1.000,0.040,2.500
46.300,1,1.0000,0.8356,-2.199,469.000,-1.09678,1.000,0.040,2.500
46.400,1,1.0000,0.8049,-2.053,472.000,-0.50275,1.000,0.040,2.500
46.500,1,1.0000,0.8325,-0.489,504.000,-0.52965,1.000,0.040,2.500
46.600,1,1.0000,0.8060,-6.061,390.000,1.38983,1.000,0.040,2.500
46.700,1,1.0000,0.8233,-2.493,463.000,1.06629,1.000,0.040,2.500
46.800,1,1.0000,0.8295,-2.884,455.000,0.08920,1.000,0.040,2.500
46.900,1,1.0000,0.8100,-2.004,473.000,1.43897,1.000,0.040,2.500
47.000,1,1.0000,0.7763,-2.786,457.000,2.85428,1.000,0.040,2.500
47.100,1,1.0000,0.8152,-3.030,452.000,0.76938,1.000,0.040,2.500
47.200,1,1.0000,0.8448,-2.346,466.000,-0.89487,1.000,0.040,2.500
47.300,1,1.0000,0.8172,-6.891,373.000,0.25854,1.000,0.040,2.500
47.400,1,1.0000,0.8346,-1.515,483.000,0.39523,1.000,0.040,2.500
47.500,1,1.0000,0.8244,-3.030,452.000,0.20161,1.000,0.040,2.500
47.600,1,1.0000,0.8152,-0.782,498.000,1.02976,1.000,0.040,2.500
47.700,1,1.0000,0.8131,-0.587,502.000,0.77684,1.000,0.040,2.500
47.800,1,1.0000,0.7783,-3.568,441.000,3.16480,1.000,0.040,2.500
47.900,1,1.0000,0.8008,-5.181,408.000,0.79068,1.000,0.040,2.500
48.000,1,1.0000,0.8019,-2.248,468.000,-0.94823,1.000,0.040,2.500
48.100,1,1.0000,0.8377,-6.158,388.000,-2.40299,1.000,0.040,2.500
48.200,1,1.0000,0.7436,-6.354,384.000,2.38469,1.000,0.040,2.500
48.300,1,1.0000,0.7159,-9.286,324.000,0.41901,1.000,0.040,2.500
48.400,1,1.0000,0.7773,-7.331,364.000,-0.05056,1.000,0.040,2.500
48.500,1,1.0000,0.7333,-2.835,456.000,1.98886,1.000,0.040,2.500
48.600,1,1.0000,0.7620,-10.068,308.000,-2.54835,1.000,0.040,2.500
48.700,1,1.0000,0.7180,-5.621,399.000,1.29042,1.000,0.040,2.500
48.800,1,1.0000,0.6894,-1.808,477.000,2.70098,1.000,0.040,2.500
48.900,1,1.0000,0.7139,-2.493,463.000,-0.54415,1.000,0.040,2.500
49.000,1,1.0000,0.7241,-0.684,500.000,0.52065,1.000,0.040,2.500
49.100,1,1.0000,0.7323,-1.906,475.000,0.08739,1.000,0.040,2.500
49.200,1,1.0000,0.7190,-2.981,453.000,0.88593,1.000,0.040,2.500
49.300,1,1.0000,0.7650,-2.639,460.000,-1.56262,1.000,0.040,2.500
49.400,1,1.0000,0.7579,-2.297,467.000,0.08198,1.000,0.040,2.500
49.500,1,1.0000,0.7742,-0.440,505.000,-0.08688,1.000,0.040,2.500
49.600,1,1.0000,0.7742,-1.173,490.000,0.62997,1.000,0.040,2.500
49.700,1,1.0000,0.7865,-1.124,491.000,-1.52921,1.000,0.040,2.500
49.800,1,1.0000,0.7988,-0.684,500.000,0.19806,1.000,0.040,2.500
49.900,1,1.0000,0.8223,-2.884,455.000,-0.94976,1.000,0.040,2.500
50.000,1,1.0000,0.7507,-5.279,406.000,1.98657,1.000,0.040,2.500
50.100,1,1.0000,0.7303,-8.211,346.000,-0.60471,1.000,0.040,2.500
50.200,1,1.0000,0.8141,-7.331,364.000,-0.01825,1.000,0.040,2.500
50.300,1,1.0000,0.7548,-6.500,381.000,2.03642,1.000,0.040,2.500
50.400,1,1.0000,0.7548,-3.128,450.000,0.19641,1.000,0.040,2.500
50.500,1,1.0000,0.7282,-5.572,400.000,1.80935,1.000,0.040,2.500
50.600,1,1.0000,0.6894,-6.794,375.000,4.66195,1.000,0.040,2.500
50.700,1,1.0000,0.7344,-5.670,398.000,0.22005,1.000,0.040,2.500
50.800,1,1.0000,0.7456,-1.906,475.000,0.00528,1.000,0.040,2.500
50.900,1,1.0000,0.7385,-5.181,408.000,0.72943,1.000,0.040,2.500
51.000,1,1.0000,0.6904,-3.519,442.000,4.49470,1.000,0.040,2.500
51.100,1,1.0000,0.7517,-4.106,430.000,0.39472,1.000,0.040,2.500
51.200,1,1.0000,0.7691,-0.929,495.000,-0.47442,1.000,0.040,2.500
51.300,1,1.0000,0.7354,-6.305,385.000,1.81047,1.000,0.040,2.500
51.400,1,1.0000,0.7538,-6.647,378.000,1.58844,1.000,0.040,2.500
51.500,1,1.0000,0.7702,-5.181,408.000,-1.64869,1.000,0.040,2.500
51.600,1,1.0000,0.7456,-3.959,433.000,1.90543,1.000,0.040,2.500
51.700,1,1.0000,0.7732,-0.978,494.000,-0.01341,1.000,0.040,2.500
51.800,1,1.0000,0.7763,-0.684,500.000,0.59808,1.000,0.040,2.500
51.900,1,1.0000,0.7804,-5.474,402.000,-0.12105,1.000,0.040,2.500
52.000,1,1.0000,0.7824,-1.026,493.000,0.54258,1.000,0.040,2.500
52.100,1,1.0000,0.7835,-0.929,495.000,1.08590,1.000,0.040,2.500
52.200,1,1.0000,0.8008,-3.861,435.000,-3.46290,1.000,0.040,2.500
52.300,1,1.0000,0.8847,-7.576,359.000,-0.47791,1.000,0.040,2.500
52.400,1,1.0000,0.7610,-6.549,380.000,1.33436,1.000,0.040,2.500
52.500,1,1.0000,0.8193,-3.861,435.000,-1.12670,1.000,0.040,2.500
52.600,1,1.0000,0.8458,-1.906,475.000,-0.35007,1.000,0.040,2.500
52.700,1,1.0000,0.8581,-2.151,470.000,-0.09040,1.000,0.040,2.500
52.800,1,1.0000,0.8724,-1.173,490.000,0.40718,1.000,0.040,2.500
52.900,1,1.0000,0.9123,-1.075,492.000,-1.62671,1.000,0.040,2.500
53.000,1,1.0000,0.9113,-5.327,405.000,-0.70478,1.000,0.040,2.500
53.100,1,1.0000,0.8694,-2.395,465.000,-0.46005,1.000,0.040,2.500
53.200,1,1.0000,0.8244,-7.820,354.000,4.49718,1.000,0.040,2.500
53.300,1,1.0000,0.9041,-2.053,472.000,-3.30409,1.000,0.040,2.500
53.400,1,1.0000,0.9226,-2.102,471.000,-0.56064,1.000,0.040,2.500
53.500,1,1.0000,0.9287,-6.109,389.000,-2.25398,1.000,0.040,2.500
53.600,1,1.0000,0.8530,-5.523,401.000,2.06679,1.000,0.040,2.500
53.700,1,1.0000,0.8837,-2.737,458.000,-1.13401,1.000,0.040,2.500
53.800,1,1.0000,0.8663,-2.639,460.000,2.61699,1.000,0.040,2.500
53.900,1,1.0000,0.8929,-8.651,337.000,-2.26729,1.000,0.040,2.500
54.000,1,1.0000,0.8561,-5.132,409.000,1.55436,1.000,0.040,2.500
54.100,1,1.0000,0.8244,-8.260,345.000,4.20781,1.000,0.040,2.500
54.200,1,1.0000,0.8428,-0.587,502.000,0.03468,1.000,0.040,2.500
54.300,1,1.0000,0.8428,-0.489,504.000,0.70011,1.000,0.040,2.500
54.400,1,1.0000,0.8274,-1.369,486.000,0.46045,1.000,0.040,2.500
54.500,1,1.0000,0.8346,-2.053,472.000,0.24940,1.000,0.040,2.500
54.600,1,1.0000,0.7937,-5.327,405.000,2.43891,1.000,0.040,2.500
54.700,1,1.0000,0.7875,-2.737,458.000,1.67876,1.000,0.040,2.500
54.800,1,1.0000,0.8162,-0.880,496.000,-0.19013,1.000,0.040,2.500
54.900,1,1.0000,0.7722,-16.813,170.000,2.15596,1.000,0.040,2.500
55.000,1,1.0000,0.8070,-2.346,466.000,-0.17928,1.000,0.040,2.500
55.100,1,1.0000,0.7957,-2.688,459.000,0.61382,1.000,0.040,2.500
55.200,1,1.0000,0.8019,-2.151,470.000,-0.47936,1.000,0.040,2.500
55.300,1,1.0000,0.7804,-7.722,356.000,0.87261,1.000,0.040,2.500
55.400,1,1.0000,0.7824,-2.004,473.000,0.82028,1.000,0.040,2.500
55.500,1,1.0000,0.7589,-10.899,291.000,0.79362,1.000,0.040,2.500
55.600,1,1.0000,0.7139,-10.899,291.000,2.01591,1.000,0.040,2.500
55.700,1,1.0000,0.7282,-2.004,473.000,0.31510,1.000,0.040,2.500
55.800,1,1.0000,0.7569,-1.711,479.000,0.08289,1.000,0.040,2.500
55.900,1,1.0000,0.7661,-2.346,466.000,0.27919,1.000,0.040,2.500
56.000,1,1.0000,0.7763,-1.173,490.000,-1.98017,1.000,0.040,2.500
56.100,1,1.0000,0.7385,-8.016,350.000,1.55242,1.000,0.040,2.500
56.200,1,1.0000,0.6934,-6.745,376.000,5.21308,1.000,0.040,2.500
56.300,1,1.0000,0.7620,-5.474,402.000,-0.63318,1.000,0.040,2.500
56.400,1,1.0000,0.7661,-1.075,492.000,0.64214,1.000,0.040,2.500
56.500,1,1.0000,0.7579,-2.688,459.000,0.85583,1.000,0.040,2.500
56.600,1,1.0000,0.7589,-10.606,297.000,-0.02505,1.000,0.040,2.500
56.700,1,1.0000,0.7487,-2.493,463.000,0.50906,1.000,0.040,2.500
56.800,1,1.0000,0.7661,-1.906,475.000,0.03237,1.000,0.040,2.500
56.900,1,1.0000,0.7313,-3.617,440.000,2.26714,1.000,0.040,2.500
57.000,1,1.0000,0.7466,-6.012,391.000,-0.30411,1.000,0.040,2.500
57.100,1,1.0000,0.7385,-0.929,495.000,-0.03429,1.000,0.040,2.500
57.200,1,1.0000,0.7200,-4.594,420.000,1.71906,1.000,0.040,2.500
57.300,1,1.0000,0.7640,-2.884,455.000,-1.69908,1.000,0.040,2.500
57.400,1,1.0000,0.7773,-8.993,330.000,-1.20002,1.000,0.040,2.500
57.500,1,1.0000,0.7425,-2.590,461.000,0.67679,1.000,0.040,2.500
57.600,1,1.0000,0.7763,-0.929,495.000,-0.53223,1.000,0.040,2.500
57.700,1,1.0000,0.7446,-5.670,398.000,-0.34605,1.000,0.040,2.500
57.800,1,1.0000,0.7722,-3.861,435.000,0.49662,1.000,0.040,2.500
57.900,1,1.0000,0.7548,-1.466,484.000,2.40707,1.000,0.040,2.500
58.000,1,1.0000,0.7794,-0.489,504.000,0.03102,1.000,0.040,2.500
58.100,1,1.0000,0.7610,-2.053,472.000,1.69155,1.000,0.040,2.500
58.200,1,1.0000,0.7875,-0.733,499.000,0.12689,1.000,0.040,2.500
58.300,1,1.0000,0.7753,-2.004,473.000,1.26510,1.000,0.040,2.500
58.400,1,1.0000,0.7538,-1.955,474.000,2.36142,1.000,0.040,2.500
58.500,1,1.0000,0.7855,-1.075,492.000,-0.12409,1.000,0.040,2.500
58.600,1,1.0000,0.7415,-6.403,383.000,2.63122,1.000,0.040,2.500
58.700,1,1.0000,0.7671,-0.831,497.000,1.12352,1.000,0.040,2.500
58.800,1,1.0000,0.7221,-4.741,417.000,2.80601,1.000,0.040,2.500
58.900,1,1.0000,0.7027,-5.718,397.000,1.03674,1.000,0.040,2.500
59.000,1,1.0000,0.6986,-7.674,357.000,0.53065,1.000,0.040,2.500
59.100,1,1.0000,0.7211,-1.271,488.000,0.37910,1.000,0.040,2.500
59.200,1,1.0000,0.6822,-8.065,349.000,0.70282,1.000,0.040,2.500
59.300,1,1.0000,0.6750,-2.004,473.000,1.17151,1.000,0.040,2.500
59.400,1,1.0000,0.7006,-1.222,489.000,0.07324,1.000,0.040,2.500
59.500,1,1.0000,0.6802,-5.621,399.000,-0.36524,1.000,0.040,2.500
59.600,1,1.0000,0.7978,-7.429,362.000,-3.09000,1.000,0.040,2.500
59.700,1,1.0000,0.6597,-3.715,438.000,7.48157,1.000,0.040,2.500
59.800,1,1.0000,0.7047,-7.722,356.000,1.76125,1.000,0.040,2.500
59.900,1,1.0000,0.8060,-2.590,461.000,-3.55527,1.000,0.040,2.500
60.000,1,1.0000,0.8315,-2.346,466.000,0.30642,1.000,0.040,2.500
60.100,1,1.0000,0.8448,-0.831,497.000,0.31992,1.000,0.040,2.500
60.200,1,1.0000,0.8438,-2.102,471.000,0.75564,1.000,0.040,2.500
60.300,1,1.0000,0.8673,-10.899,291.000,-1.00603,1.000,0.040,2.500
60.400,1,1.0000,0.8765,-3.226,448.000,-0.91240,1.000,0.040,2.500
60.500,1,1.0000,0.9133,-2.639,460.000,-0.43745,1.000,0.040,2.500
60.600,1,1.0000,0.9082,-3.910,434.000,0.38626,1.000,0.040,2.500
60.700,1,1.0000,0.9410,-3.372,445.000,0.09809,1.000,0.040,2.500
60.800,1,1.0000,0.9338,-1.906,475.000,1.79305,1.000,0.040,2.500
60.900,1,1.0000,0.9737,-2.444,464.000,0.32137,1.000,0.040,2.500
61.000,1,1.0000,1.0013,-1.173,490.000,-0.37103,1.000,0.040,2.500
61.100,1,1.0000,1.0248,-0.635,501.000,0.01691,1.000,0.040,2.500
61.200,1,1.0000,1.0330,-0.342,507.000,0.31299,1.000,0.040,2.500
61.300,1,1.0000,1.0023,-7.527,360.000,1.21300,1.000,0.040,2.500
61.400,1,1.0000,1.0351,-3.812,436.000,0.41303,1.000,0.040,2.500
61.500,1,1.0000,1.0320,-4.594,420.000,3.17738,1.000,0.040,2.500
61.600,1,1.0000,1.0207,-2.395,465.000,1.85886,1.000,0.040,2.500
61.700,1,1.0000,1.0821,-2.688,459.000,-1.93591,1.000,0.040,2.500
61.800,1,1.0000,1.1752,-7.674,357.000,-1.77391,1.000,0.040,2.500
61.900,1,1.0000,1.0545,-1.320,487.000,6.68200,1.000,0.040,2.500
62.000,1,1.0000,1.0729,-7.087,369.000,1.03795,1.000,0.040,2.500
62.101,1,1.0000,1.1230,-11.339,282.000,-0.03543,1.000,0.040,2.500
62.200,1,1.0000,1.1578,-1.857,476.000,0.03145,1.000,0.040,2.500
62.300,1,1.0000,1.1680,-0.342,507.000,-0.13286,1.000,0.040,2.500
62.400,1,1.0000,1.1803,-0.049,513.000,-0.24811,1.000,0.040,2.500
62.500,1,1.0000,1.1885,-0.293,508.000,-0.15475,1.000,0.040,2.500
62.600,1,1.0000,1.1782,-2.493,463.000,0.57069,1.000,0.040,2.500
62.700,1,1.0000,1.2038,-0.293,508.000,0.08405,1.000,0.040,2.500
62.800,1,1.0000,1.2120,-0.391,506.000,-0.07838,1.000,0.040,2.500
62.900,1,1.0000,1.2161,-1.760,478.000,0.37691,1.000,0.040,2.500
63.000,1,1.0000,1.2222,-1.124,491.000,0.36987,1.000,0.040,2.500
63.100,1,1.0000,1.2243,-2.542,462.000,1.59778,1.000,0.040,2.500
63.200,1,1.0000,1.2631,-1.466,484.000,-1.36058,1.000,0.040,2.500
63.300,1,1.0000,1.3634,-6.843,374.000,-2.79179,1.000,0.040,2.500
63.400,1,1.0000,1.2355,-5.083,410.000,1.88644,1.000,0.040,2.500
63.500,1,1.0000,1.2427,-7.429,362.000,1.98051,1.000,0.040,2.500
63.600,1,1.0000,1.3235,-4.497,422.000,-3.41992,1.000,0.040,2.500
63.700,1,1.0000,1.3726,-3.861,435.000,-0.19759,1.000,0.040,2.500
63.800,1,1.0000,1.3358,-3.568,441.000,1.37201,1.000,0.040,2.500
63.900,1,1.0000,1.3859,-1.417,485.000,-2.56613,1.000,0.040,2.500
64.000,1,1.0000,1.3910,-0.831,497.000,-0.11813,1.000,0.040,2.500
64.100,1,1.0000,1.3879,-1.564,482.000,0.60418,1.000,0.040,2.500
64.200,1,1.0000,1.4094,-1.075,492.000,-1.67386,1.000,0.040,2.500
64.300,1,1.0000,1.4309,-0.929,495.000,-0.92995,1.000,0.040,2.500
64.400,1,1.0000,1.4186,-2.737,458.000,-1.27727,1.000,0.040,2.500
64.500,1,1.0000,1.4534,-10.850,292.000,-2.84793,1.000,0.040,2.500
64.600,1,1.0000,1.4421,-0.782,498.000,0.43444,1.000,0.040,2.500
64.700,1,1.0000,1.4176,-10.068,308.000,-0.15635,1.000,0.040,2.500
64.800,1,1.0000,1.4401,-16.325,180.000,0.84213,1.000,0.040,2.500
64.900,1,1.0000,1.4554,-2.835,456.000,-1.42510,1.000,0.040,2.500
65.000,1,1.0000,1.4616,-3.030,452.000,-0.00120,1.000,0.040,2.500
65.100,1,1.0000,1.4585,-0.880,496.000,0.32231,1.000,0.040,2.500
65.200,1,1.0000,1.4718,-0.684,500.000,-0.73109,1.000,0.040,2.500
65.300,1,1.0000,1.4841,-0.684,500.000,-0.54073,1.000,0.040,2.500
65.400,1,1.0000,1.4524,-4.936,413.000,0.35851,1.000,0.040,2.500
65.500,1,1.0000,1.4738,-5.474,402.000,-0.12512,1.000,0.040,2.500
65.600,1,1.0000,1.4851,-1.808,477.000,-0.13831,1.000,0.040,2.500
