Calibrating current sensor...
Make sure motor is NOT moving!
Zero ADC: 467.79
Zero voltage: 2.286
Test current (~0 A): -0.361
Starting test in 3 seconds...
Time_s,RPM,Current_A
9.310025,87.50,-0.341544
9.320104,87.50,0.093451
9.330057,87.50,0.445356
9.340017,87.50,-0.683675
9.350085,87.50,-0.869403
9.360049,87.50,-1.025805
9.370017,87.50,0.406256
9.380077,87.50,0.029912
9.390036,87.50,-0.688562
9.400104,87.50,0.909677
9.410048,87.50,-0.566373
9.420024,87.50,-0.370870
9.430088,87.50,-0.962267
9.440052,87.50,-0.229130
9.450016,87.50,-0.390420
9.460084,87.50,0.543108
9.470041,87.50,-0.483284
9.480012,87.50,-0.395308
9.490084,87.50,-1.514566
9.500057,87.50,-1.260409
9.510021,87.50,-1.089344
9.520096,87.50,0.655522
9.530049,87.50,0.401368
9.540097,87.50,0.626197
9.550057,87.50,-1.128445
9.560041,87.50,-1.265297
9.570036,87.50,0.797262
9.580088,87.50,0.132551
9.590048,87.50,-0.493059
9.600012,87.50,-0.590811
9.610084,87.50,-0.962267
9.620057,87.50,-1.030693
9.630037,87.50,-0.194917
9.640008,87.50,-0.053177
9.650065,87.50,0.895014
9.660013,87.50,-0.512609
9.670097,87.50,-0.444183
9.680072,87.50,1.095407
9.690036,87.50,-0.483284
9.700009,87.50,0.078788
9.710044,87.50,-0.219355
9.720016,87.50,-0.923166
9.730085,87.50,-0.136266
9.740056,87.50,-0.864515
9.750024,87.50,0.284066
9.760004,0.00,-0.033627
9.770012,0.00,0.249853
9.780004,0.00,-1.871359
9.790013,0.00,0.508895
9.800012,0.00,-2.653372
9.810009,0.00,-2.399218
9.820016,0.00,-0.004301
9.830017,0.00,0.059237
9.840008,0.00,-0.248680
9.850005,0.00,0.675073
9.860009,0.00,0.660410
9.870009,0.00,-0.771651
9.880008,0.00,-0.864515
9.890008,0.00,-0.111828
9.900005,0.00,0.494232
9.910004,0.00,0.323167
9.920008,0.00,0.425806
9.930005,0.00,-0.424633
9.940012,0.00,0.679960
9.950013,0.00,0.513782
9.960017,0.00,0.645747
9.970016,0.00,0.665297
9.980012,0.00,0.528445
9.990009,0.00,0.191202
10.000008,0.00,-0.581036
10.010004,0.00,0.191202
10.020005,0.00,-0.356207
10.030013,0.00,0.504007
10.040004,0.00,0.645747
10.050012,0.00,0.679960
10.060016,0.00,0.689735
10.070009,0.00,-0.747213
10.080013,0.00,0.909677
10.090008,0.00,-0.590811
10.100012,0.00,-0.478396
10.110016,0.00,-1.191983
10.120013,0.00,0.626197
10.130012,0.00,0.279179
10.140008,0.00,-1.040468
10.150012,0.00,0.645747
10.160004,0.00,0.337830
10.170004,0.00,-0.116715
10.180005,0.00,-0.219355
10.190012,0.00,-1.050243
10.200004,0.00,-0.009189
10.210017,0.00,-0.918279
10.220012,0.00,0.504007
10.230005,0.00,0.494232
10.240004,0.00,0.430694
10.250013,0.00,0.049462
10.260012,0.00,0.694623
10.270012,0.00,0.533333
10.280004,0.00,0.235190
10.290008,0.00,-1.113782
10.300004,0.00,-0.879178
10.310009,0.00,-0.908504
10.320013,0.00,-0.923166
10.330013,0.00,0.518670
10.340008,0.00,0.518670
10.350016,0.00,0.122776
10.360016,0.00,-0.844965
10.370013,0.00,-0.473509
10.380008,0.00,-0.825415
10.390008,0.00,0.631084
10.400009,0.00,-0.331769
10.410009,0.00,-0.752101
10.420013,0.00,-0.893841
10.430008,0.00,-0.014076
10.440009,0.00,-0.038514
10.450009,0.00,0.342717
10.460008,0.00,0.587096
10.470012,0.00,0.381818
10.480009,0.00,-0.800977
10.490004,0.00,-0.551710
10.500008,0.00,-0.248680
10.510008,0.00,0.694623
10.520005,0.00,0.137439
10.530004,0.00,-0.522385
10.540004,0.00,0.113001
10.550008,0.00,0.357380
10.560009,0.00,-0.766764
10.570005,0.00,0.093451
10.580008,0.00,0.328054
10.590004,0.00,-0.307331
10.600005,0.00,0.264516
10.610009,0.00,0.675073
10.620009,0.00,0.328054
10.630008,0.00,0.088563
10.640005,0.00,0.313392
10.650012,0.00,0.635972
10.660013,0.00,0.660410
10.670004,0.00,0.523558
10.680008,0.00,0.660410
10.690009,0.00,0.572433
10.700016,0.00,-0.077615
10.710008,0.00,0.694623
10.720012,0.00,0.743499
10.730005,0.00,0.460019
10.740013,0.00,-0.395308
10.750004,0.00,-0.170479
10.760045,87.50,-2.712023
10.770085,87.50,0.645747
10.780016,87.50,-1.270187
10.790064,87.50,-0.390420
10.800096,87.50,-1.426587
10.810032,87.50,-1.050243
10.820073,87.50,0.337830
10.830097,87.50,-0.424633
10.840041,87.50,-0.639687
10.850096,87.50,-0.131378
10.860036,87.50,-1.284847
10.870088,87.50,-0.546823
10.880032,87.50,-0.625024
10.890069,87.50,-0.238905
10.900005,87.50,-0.800977
10.910029,87.50,0.069013
10.920061,87.50,-0.409970
10.930081,87.50,-0.488172
10.940020,87.50,-1.289735
10.950069,87.50,0.186315
10.960013,87.50,-0.517497
10.970065,87.50,-0.321994
10.980005,87.50,-1.113782
10.990040,87.50,-0.165591
11.000077,87.50,-0.556598
11.010008,87.50,-1.279960
11.020045,87.50,-0.796089
11.030073,87.50,-0.361094
11.040008,87.50,-1.485240
11.050041,87.50,0.323167
11.060069,87.50,0.186315
11.070104,87.50,-0.893841
11.080040,87.50,-0.937829
11.090068,87.50,-1.040468
11.100005,87.50,-1.020918
11.110029,87.50,-1.045356
11.120077,87.50,-0.449071
11.130004,87.50,-0.664124
11.140041,87.50,-0.478396
11.150069,87.50,0.142326
11.160017,87.50,-1.201758
11.170061,87.50,0.484457
11.180092,87.50,-0.278006
11.190032,87.50,-0.928054
11.200064,87.50,-0.722775
11.210104,87.50,-0.708113
11.220048,87.50,-0.923166
11.230093,87.50,0.078788
11.240016,87.50,-1.382599
11.250068,87.50,-0.321994
11.260012,87.50,-0.781426
11.270052,87.50,-0.331769
11.280097,87.50,-0.761876
11.290024,87.50,-1.426587
11.300085,87.50,-0.458846
11.310016,87.50,-0.952492
11.320049,87.50,-0.444183
11.330088,87.50,-0.747213
11.340032,87.50,-0.669012
11.350072,87.50,0.113001
11.360096,87.50,0.029912
11.370024,87.50,-0.952492
11.380072,87.50,0.103226
11.390008,87.50,-0.864515
11.400045,87.50,-1.343501
11.410088,87.50,-1.201758
11.420028,87.50,-0.967154
11.430072,87.50,0.455132
11.440012,87.50,-1.333723
11.450064,87.50,0.381818
11.460097,87.50,-0.424633
11.470041,87.50,-1.592765
11.480093,87.50,0.000587
11.490004,87.50,-1.094232
11.500037,87.50,0.474682
11.510072,87.50,0.479569
11.520105,87.50,-0.038514
11.530044,87.50,-1.143107
11.540093,87.50,0.499120
11.550028,87.50,-0.752101
11.560072,87.50,-0.576148
11.570016,87.50,-0.776539
11.580057,87.50,0.357380
11.590092,87.50,-0.747213
11.600032,87.50,-0.439296
11.610073,87.50,-0.048289
11.620100,87.50,0.103226
11.630041,87.50,-0.268230
11.640072,87.50,-0.214467
11.650016,87.50,-0.722775
11.660060,87.50,-0.717888
11.670097,87.50,-1.143107
11.680045,87.50,-0.888953
11.690089,87.50,-0.048289
11.700020,87.50,-0.781426
11.710052,87.50,-0.263343
11.720101,87.50,-0.067840
11.730049,87.50,-0.879178
11.740093,87.50,0.738611
11.750020,87.50,-0.688562
11.760012,0.00,-1.675854
11.770012,0.00,-0.116715
11.780009,0.00,-1.411924
11.790004,0.00,2.840276
11.800008,0.00,-2.013097
11.810005,0.00,1.696579
11.820005,0.00,0.083675
11.830008,0.00,0.606647
11.840008,0.00,-0.395308
11.850008,0.00,0.098338
11.860009,0.00,0.054350
11.870017,0.00,0.445356
11.880008,0.00,0.323167
11.890012,0.00,0.435581
11.900005,0.00,-0.595698
11.910009,0.00,0.254741
11.920004,0.00,-0.356207
11.930016,0.00,0.156989
11.940009,0.00,-0.429521
11.950004,0.00,-0.478396
11.960013,0.00,-0.287781
11.970005,0.00,-0.967154
11.980016,0.00,0.689735
11.990009,0.00,0.611534
12.000013,0.00,-0.654349
12.010008,0.00,-0.141153
12.020009,0.00,-0.737438
12.030013,0.00,0.704398
12.040013,0.00,-0.644574
12.050008,0.00,-0.395308
12.060005,0.00,0.694623
12.070016,0.00,-0.825415
12.080013,0.00,0.567546
12.090004,0.00,-0.893841
12.100005,0.00,-0.581036
12.110005,0.00,-0.800977
12.120009,0.00,0.098338
12.130012,0.00,0.308504
12.140012,0.00,-1.045356
12.150009,0.00,0.709286
12.160009,0.00,-0.102053
12.170008,0.00,0.601759
12.180016,0.00,-1.040468
12.190012,0.00,-0.752101
12.200016,0.00,-0.493059
12.210004,0.00,-0.752101
12.220008,0.00,-0.204692
12.230009,0.00,0.591984
12.240013,0.00,-1.060019
12.250017,0.00,-0.864515
12.260008,0.00,-0.424633
12.270012,0.00,-0.062952
12.280004,0.00,0.205865
12.290008,0.00,-0.913391
12.300008,0.00,0.274291
12.310012,0.00,0.660410
12.320005,0.00,0.279179
12.330004,0.00,0.391593
12.340008,0.00,0.186315
12.350008,0.00,0.054350
12.360013,0.00,-0.683675
12.370013,0.00,-0.634799
12.380004,0.00,0.411143
12.390008,0.00,0.049462
12.400012,0.00,0.591984
12.410009,0.00,0.655522
12.420013,0.00,0.064125
12.430005,0.00,0.137439
12.440012,0.00,-0.033627
12.450016,0.00,-0.507722
12.460013,0.00,0.420918
12.470005,0.00,0.591984
12.480009,0.00,-0.072727
12.490013,0.00,-0.805864
12.500004,0.00,-0.092278
12.510012,0.00,0.655522
12.520012,0.00,0.582209
12.530013,0.00,0.464907
12.540004,0.00,-0.488172
12.550008,0.00,0.191202
12.560012,0.00,-1.084456
12.570005,0.00,-0.312219
12.580008,0.00,-0.815639
12.590012,0.00,0.547996
12.600008,0.00,0.606647
12.610009,0.00,0.665297
12.620013,0.00,-0.146041
12.630004,0.00,-1.079569
12.640008,0.00,0.034800
12.650009,0.00,0.352492
12.660009,0.00,-0.380645
12.670008,0.00,-0.414858
12.680012,0.00,-0.688562
12.690009,0.00,0.269403
12.700009,0.00,-0.962267
12.710008,0.00,-1.045356
12.720005,0.00,-0.336657
12.730016,0.00,-0.874290
12.740004,0.00,-0.566373
12.750013,0.00,-0.898728
12.760017,87.50,-1.226196
12.770065,87.50,-0.297556
12.780004,87.50,-2.931966
12.790048,87.50,-1.573215
12.800101,87.50,-1.631868
12.810052,87.50,-1.695404
12.820089,87.50,-0.502834
12.830024,87.50,-1.827371
12.840077,87.50,-1.284847
12.850028,87.50,-0.537047
12.860064,87.50,-0.033627
12.870100,87.50,-1.328835
12.880052,87.50,-1.074681
12.890092,87.50,-1.539004
12.900029,87.50,0.386705
12.910053,87.50,-1.074681
12.920097,87.50,-0.972042
12.930032,87.50,-1.436362
12.940089,87.50,-1.206646
12.950029,87.50,-0.429521
12.960077,87.50,-0.405083
12.970012,87.50,-0.214467
12.980065,87.50,-0.087390
12.990089,87.50,-1.807821
13.000041,87.50,-1.475463
13.010081,87.50,-1.954448
13.020025,87.50,-2.169502
13.030069,87.50,-1.846921
13.040008,87.50,-1.411924
13.050048,87.50,-2.140176
13.060085,87.50,-2.189052
13.070020,87.50,-1.333723
13.080053,87.50,-1.011143
13.090101,87.50,-1.719842
13.100061,87.50,-0.669012
13.110096,87.50,-1.925123
13.120044,87.50,-1.846921
13.130101,87.50,-1.558554
13.140061,87.50,-1.886020
13.150100,87.50,-1.319063
13.160044,87.50,-0.722775
13.170084,87.50,-1.651416
13.180048,87.50,-1.309285
13.190093,87.50,-1.089344
13.200029,87.50,-1.973999
13.210072,87.50,-1.284847
13.220012,87.50,-0.713000
13.230040,87.50,-1.568327
13.240089,87.50,-1.436362
13.250037,87.50,-2.277026
13.260008,0.00,-1.607430
13.270012,0.00,0.127664
13.280004,0.00,-1.226196
13.290013,0.00,-0.898728
13.300012,0.00,-3.210556
13.310005,0.00,0.587096
13.320009,0.00,-0.747213
13.330013,0.00,-0.629911
13.340012,0.00,-0.023851
13.350016,0.00,-0.444183
13.360005,0.00,-0.595698
13.370009,0.00,-0.087390
13.380004,0.00,-0.214467
13.390012,0.00,0.572433
13.400009,0.00,0.616422
13.410004,0.00,0.479569
13.420004,0.00,-0.243793
13.430005,0.00,-0.888953
13.440012,0.00,0.660410
13.450004,0.00,0.606647
13.460008,0.00,0.132551
13.470016,0.00,-0.150928
13.480012,0.00,0.596871
13.490009,0.00,0.108113
13.500013,0.00,-0.170479
13.510008,0.00,-0.644574
13.520012,0.00,0.416031
13.530013,0.00,-0.913391
13.540004,0.00,-0.888953
13.550008,0.00,-0.204692
13.560009,0.00,0.088563
13.570005,0.00,0.547996
13.580013,0.00,-0.893841
13.590008,0.00,0.670185
13.600005,0.00,0.225415
13.610013,0.00,-0.659237
13.620009,0.00,-0.199804
13.630004,0.00,-0.126491
13.640012,0.00,0.137439
13.650005,0.00,-0.278006
13.660004,0.00,-0.815639
13.670013,0.00,0.298729
13.680005,0.00,-0.370870
13.690012,0.00,0.635972
13.700013,0.00,0.572433
13.710008,0.00,0.635972
13.720005,0.00,0.538220
13.730012,0.00,0.455132
13.740013,0.00,0.587096
13.750004,0.00,-0.898728
13.760004,0.00,0.650635
13.770016,0.00,-1.118669
13.780013,0.00,0.494232
13.790004,0.00,-0.585923
13.800008,0.00,0.572433
13.810005,0.00,-0.234017
13.820005,0.00,-0.996480
13.830008,0.00,-0.864515
13.840017,0.00,0.000587
13.850012,0.00,-0.370870
13.860009,0.00,-0.238905
13.870009,0.00,0.113001
13.880012,0.00,-0.913391
13.890012,0.00,0.557771
13.900005,0.00,0.591984
13.910009,0.00,0.137439
13.920004,0.00,0.435581
13.930012,0.00,0.479569
13.940012,0.00,-0.336657
13.950004,0.00,-0.976930
13.960008,0.00,0.567546
13.970005,0.00,-0.312219
13.980009,0.00,0.660410
13.990013,0.00,0.528445
14.000017,0.00,-0.502834
14.010008,0.00,0.601759
14.020012,0.00,-0.497947
14.030009,0.00,0.645747
14.040013,0.00,0.684848
14.050012,0.00,-0.512609
14.060005,0.00,-0.405083
14.070005,0.00,0.504007
14.080013,0.00,-0.913391
14.090004,0.00,-0.488172
14.100005,0.00,0.484457
14.110005,0.00,0.244966
14.120009,0.00,-0.742326
14.130004,0.00,0.210752
14.140005,0.00,0.675073
14.150012,0.00,0.508895
14.160013,0.00,-0.610361
14.170004,0.00,-0.532160
14.180008,0.00,-0.703225
14.190005,0.00,-0.962267
14.200016,0.00,-0.869403
14.210004,0.00,0.670185
14.220016,0.00,0.631084
14.230005,0.00,0.679960
14.240009,0.00,-0.713000
14.250017,0.00,-0.967154
14.260072,87.50,0.113001
14.270100,87.50,-1.558554
14.280040,87.50,-2.829325
14.290084,87.50,-1.045356
14.300032,87.50,-2.061973
14.310072,87.50,-0.932941
14.320104,87.50,-1.226196
14.330053,87.50,-1.392376
14.340105,87.50,0.152102
14.350032,87.50,-1.734507
14.360073,87.50,-0.947604
14.370100,87.50,-1.612318
14.380064,87.50,-1.612318
14.390016,87.50,-1.729619
14.400060,87.50,-1.578102
14.410100,87.50,-1.495013
14.420041,87.50,-2.042425
14.430081,87.50,-1.465690
14.440020,87.50,-1.768718
14.450069,87.50,-1.069794
14.460017,87.50,-2.052200
14.470056,87.50,-0.825415
14.480096,87.50,-1.245749
14.490040,87.50,-1.030693
14.500077,87.50,-0.805864
14.510012,0.00,1.007428
14.520009,0.00,-0.082502
14.530016,0.00,-0.331769
14.540004,0.00,1.222482
14.550008,0.00,-0.634799
14.560012,0.00,0.508895
14.570016,0.00,-0.429521
14.580004,0.00,-0.170479
14.590008,0.00,-0.551710
14.600008,0.00,-0.600586
14.610009,0.00,0.631084
14.620009,0.00,0.445356
14.630012,0.00,-0.414858
14.640005,0.00,-0.541935
14.650012,0.00,-0.356207
14.660009,0.00,-0.253568
14.670013,0.00,-0.673900
14.680008,0.00,0.596871
14.690012,0.00,-0.341544
14.700013,0.00,-0.972042
14.710017,0.00,-0.126491
14.720008,0.00,-0.781426
14.730016,0.00,-0.786314
14.740013,0.00,0.181427
14.750004,0.00,-0.033627
14.760008,0.00,-0.199804
14.770009,0.00,0.352492
14.780009,0.00,-0.507722
14.790013,0.00,-0.009189
14.800012,0.00,-0.903616
14.810009,0.00,-0.268230
14.820009,0.00,-0.766764
14.830008,0.00,-0.121603
14.840012,0.00,-0.258455
14.850016,0.00,-0.321994
14.860009,0.00,0.044575
14.870009,0.00,0.596871
14.880008,0.00,-0.869403
14.890005,0.00,0.029912
14.900016,0.00,-0.111828
14.910004,0.00,-0.854740
14.920008,0.00,0.533333
14.930016,0.00,0.621309
14.940009,0.00,0.665297
14.950004,0.00,-0.972042
14.960013,0.00,0.670185
14.970012,0.00,0.504007
14.980012,0.00,0.645747
14.990009,0.00,-0.835190
15.000004,0.00,-0.546823
15.010004,0.00,0.386705
15.020005,0.00,0.274291
15.030020,0.00,-1.084456
15.040004,0.00,-0.170479
15.050004,0.00,0.127664
15.060012,0.00,0.093451
15.070013,0.00,0.069013
15.080008,0.00,0.034800
15.090004,0.00,-0.888953
15.100016,0.00,0.606647
15.110009,0.00,-0.150928
15.120004,0.00,0.543108
15.130004,0.00,-0.488172
15.140012,0.00,0.650635
15.150012,0.00,-0.976930
15.160009,0.00,0.000587
15.170004,0.00,-0.087390
15.180008,0.00,-0.776539
15.190016,0.00,0.626197
15.200013,0.00,0.445356
15.210004,0.00,-0.356207
15.220008,0.00,0.704398
15.230005,0.00,-0.786314
15.240004,0.00,0.596871
15.250004,0.00,0.435581
15.260004,0.00,0.675073
15.270009,0.00,-0.673900
15.280004,0.00,0.425806
15.290013,0.00,0.372043
15.300008,0.00,-0.058064
15.310005,0.00,0.660410
15.320005,0.00,-0.986705
15.330004,0.00,0.156989
15.340004,0.00,0.640860
15.350016,0.00,-0.361094
15.360013,0.00,0.528445
15.370004,0.00,0.675073
15.380017,0.00,-0.849853
15.390005,0.00,0.689735
15.400005,0.00,0.572433
15.410009,0.00,0.547996
15.420008,0.00,0.616422
15.430005,0.00,-0.551710
15.440009,0.00,0.552883
15.450013,0.00,0.572433
15.460013,0.00,0.665297
15.470008,0.00,-1.089344
15.480016,0.00,-0.556598
15.490016,0.00,-0.409970
15.500013,0.00,0.391593
15.510085,175.00,-0.297556
15.520080,175.00,-0.844965
15.530069,175.00,-1.182208
15.540064,175.00,0.020137
15.550032,175.00,-1.079569
15.560032,175.00,-0.566373
15.570033,175.00,-0.077615
15.580028,175.00,0.103226
15.590008,175.00,-1.436362
15.600005,175.00,0.113001
15.610084,175.00,1.364224
15.620073,175.00,-1.367938
15.630084,175.00,-0.849853
15.640085,175.00,-2.878201
15.650096,175.00,-0.561485
15.660093,175.00,-0.180254
15.670088,175.00,-1.358161
15.680085,175.00,-2.184165
15.690100,175.00,0.660410
15.700064,175.00,-0.532160
15.710052,175.00,-0.106940
15.720036,175.00,-1.881134
15.730045,175.00,-0.141153
15.740049,175.00,-2.399218
15.750053,175.00,0.699511
15.760028,175.00,-1.108894
15.770020,175.00,0.181427
15.780013,175.00,-0.180254
15.790013,175.00,-0.810752
15.800004,175.00,-1.387486
15.810100,175.00,-0.414858
15.820096,175.00,-0.336657
15.830097,175.00,0.939002
15.840068,175.00,0.860801
15.850032,175.00,-2.237928
15.860036,175.00,0.968327
15.870017,175.00,-0.664124
15.880017,175.00,-1.128445
15.890016,175.00,-1.123557
15.900025,175.00,0.132551
15.910009,175.00,-1.436362
15.920008,175.00,0.753276
15.930088,175.00,0.855913
15.940065,175.00,1.246920
15.950053,175.00,1.554840
15.960037,175.00,-1.191983
15.970032,175.00,0.386705
15.980005,175.00,-2.560508
15.990100,175.00,0.093451
16.000080,175.00,-1.147997
16.010068,175.00,0.308504
16.020023,175.00,-1.289735
16.030023,175.00,-1.978886
16.040019,175.00,0.137439
16.050012,175.00,-0.879178
16.060108,175.00,0.635972
16.070083,175.00,-0.923166
16.080080,175.00,-0.703225
16.090059,175.00,0.147214
16.100036,175.00,-1.319063
16.110031,175.00,-0.502834
16.120027,175.00,-0.517497
16.130023,175.00,0.831475
16.140012,175.00,-1.309285
16.150011,175.00,0.533333
16.160108,175.00,1.051416
16.170103,175.00,0.103226
16.180091,175.00,0.543108
16.190071,175.00,-0.581036
16.200067,175.00,-0.918279
16.210060,175.00,-2.589834
16.220064,175.00,0.738611
16.230043,175.00,-1.455913
16.240047,175.00,0.137439
16.250036,175.00,-1.006255
16.260028,175.00,-0.141153
16.270027,175.00,0.069013
16.280099,175.00,-2.042425
16.290100,175.00,0.171652
16.300096,175.00,0.508895
16.310068,175.00,-0.331769
16.320056,175.00,-0.224242
16.330055,175.00,-0.620136
16.340051,175.00,1.246920
16.350051,175.00,-0.238905
16.360044,175.00,0.362267
16.370027,175.00,-2.081523
16.380027,175.00,-2.120626
16.390024,175.00,-0.336657
16.400020,175.00,-0.800977
16.410100,175.00,-1.069794
16.420091,175.00,-0.957379
16.430091,175.00,-0.571260
16.440084,175.00,-0.449071
16.450063,175.00,0.264516
16.460052,175.00,-1.944673
16.470048,175.00,-2.428544
16.480047,175.00,0.890126
16.490020,175.00,0.777714
16.500104,175.00,0.665297
16.510084,175.00,-0.727663
16.520080,175.00,-0.351319
16.530067,175.00,-0.507722
16.540056,175.00,-0.561485
16.550052,175.00,-1.172435
16.560064,175.00,-2.228150
16.570056,175.00,-0.258455
16.580043,175.00,-1.514566
16.590051,175.00,0.665297
16.600032,175.00,-1.876247
16.610023,175.00,-0.067840
16.620008,175.00,-0.449071
16.630104,175.00,-1.480350
16.640100,175.00,0.015249
16.650079,175.00,0.396481
16.660060,175.00,0.440469
16.670036,175.00,-3.078593
16.680040,175.00,-0.664124
16.690031,175.00,-2.413881
16.700031,175.00,-0.136266
16.710027,175.00,-2.682698
16.720035,175.00,-0.908504
16.730020,175.00,-1.025805
16.740112,175.00,0.078788
16.750091,175.00,-0.634799
16.760080,175.00,0.616422
16.770059,175.00,0.577321
16.780048,175.00,-0.654349
16.790035,175.00,-0.194917
16.800027,175.00,-1.690516
16.810024,175.00,-1.509678
16.820020,175.00,-2.096188
16.830007,175.00,-1.451025
16.840003,175.00,-0.395308
16.850103,175.00,-1.822484
16.860008,175.00,-0.683675
16.870100,175.00,-0.165591
16.880096,175.00,1.305571
16.890083,175.00,0.259628
16.900064,175.00,0.660410
16.910024,175.00,1.212709
16.920007,175.00,-0.625024
16.930099,175.00,0.186315
16.940099,175.00,0.083675
16.950067,175.00,0.513782
16.960052,175.00,-2.057085
16.970039,175.00,-1.573215
16.980056,175.00,0.269403
16.990039,175.00,-0.190029
17.000019,175.00,-1.240859
17.010108,175.00,-0.224242
17.020004,175.00,0.313392
17.030092,175.00,-1.245749
17.040088,175.00,-0.224242
17.050071,175.00,2.136462
17.060060,175.00,-1.617203
17.070047,175.00,-0.840077
17.080020,175.00,0.200977
17.090087,175.00,1.696579
17.100063,175.00,-0.292668
17.110055,175.00,-1.871359
17.120059,175.00,-0.444183
17.130056,175.00,-0.048289
17.140043,175.00,-1.705182
17.150051,175.00,-1.367938
17.160055,175.00,-1.235971
17.170064,175.00,-1.055131
17.180067,175.00,-0.756989
17.190080,175.00,-1.006255
17.200067,175.00,-0.258455
17.210056,175.00,0.093451
17.220031,175.00,-0.033627
17.230028,175.00,-1.744280
17.240032,175.00,-1.270187
17.250028,175.00,0.298729
17.260007,175.00,0.626197
17.270095,175.00,-1.035581
17.280096,175.00,-0.815639
17.290092,175.00,-0.102053
17.300075,175.00,-0.175366
17.310071,175.00,-0.219355
17.320072,175.00,-1.670966
17.330072,175.00,-1.123557
17.340076,175.00,0.269403
17.350055,175.00,-1.504788
17.360059,175.00,-1.221311
17.370063,175.00,-0.058064
17.380044,175.00,-0.263343
17.390031,175.00,0.020137
17.400011,175.00,0.010362
17.410095,175.00,-0.180254
17.420087,175.00,-0.747213
17.430080,175.00,-0.302444
17.440071,175.00,-0.532160
17.450067,175.00,0.372043
17.460063,175.00,0.508895
17.470035,175.00,-0.713000
17.480016,175.00,-1.094232
17.490020,175.00,-1.582992
17.500011,175.00,-1.495013
17.510004,0.00,-1.094232
17.520004,0.00,0.401368
17.530012,0.00,-2.545845
17.540008,0.00,-0.937829
17.550003,0.00,-4.178298
17.560007,0.00,-0.532160
17.570016,0.00,0.000587
17.580007,0.00,-0.400195
17.590007,0.00,-1.055131
17.600008,0.00,-0.796089
17.610015,0.00,0.200977
17.620004,0.00,0.523558
17.630016,0.00,-0.815639
17.640012,0.00,0.460019
17.650011,0.00,0.645747
17.660003,0.00,0.352492
17.670011,0.00,0.655522
17.680007,0.00,-0.634799
17.690008,0.00,0.288954
17.700012,0.00,0.298729
17.710004,0.00,-0.478396
17.720008,0.00,0.582209
17.730003,0.00,0.596871
17.740003,0.00,-0.537047
17.750003,0.00,0.665297
17.760011,0.00,0.117888
17.770008,0.00,-0.756989
17.780012,0.00,-0.698338
17.790004,0.00,-0.561485
17.800003,0.00,0.093451
17.810003,0.00,0.025024
17.820011,0.00,-0.282893
17.830007,0.00,-0.356207
17.840007,0.00,-0.229130
17.850004,0.00,-0.317106
17.860012,0.00,0.645747
17.870012,0.00,0.547996
17.880012,0.00,-0.018964
17.890008,0.00,0.078788
17.900007,0.00,0.455132
17.910007,0.00,0.650635
17.920007,0.00,0.020137
17.930004,0.00,-0.937829
17.940008,0.00,0.015249
17.950004,0.00,0.381818
17.960008,0.00,-0.473509
17.970008,0.00,0.318279
17.980003,0.00,0.504007
17.990007,0.00,-1.211534
18.000015,0.00,-0.468621
18.010007,0.00,-0.263343
18.020008,0.00,-0.102053
18.030008,0.00,0.328054
18.040008,0.00,-0.747213
18.050003,0.00,-0.361094
18.060007,0.00,0.523558
18.070016,0.00,0.069013
18.080007,0.00,-0.429521
18.090007,0.00,0.582209
18.100004,0.00,0.230303
18.110012,0.00,-0.209579
18.120016,0.00,0.582209
18.130012,0.00,0.396481
18.140008,0.00,0.430694
18.150016,0.00,-0.473509
18.160011,0.00,-0.439296
18.170007,0.00,-0.346432
18.180004,0.00,-0.390420
18.190004,0.00,-0.116715
18.200004,0.00,0.083675
18.210008,0.00,0.557771
18.220003,0.00,-0.292668
18.230003,0.00,0.303617
18.240011,0.00,-0.307331
18.250003,0.00,-0.087390
18.260015,0.00,0.244966
18.270011,0.00,0.440469
18.280004,0.00,-0.243793
18.290008,0.00,-0.356207
18.300008,0.00,-0.766764
18.310007,0.00,-0.556598
18.320007,0.00,-0.825415
18.330011,0.00,-0.844965
18.340003,0.00,-0.312219
18.350011,0.00,-0.395308
18.360008,0.00,0.572433
18.370008,0.00,0.269403
18.380008,0.00,0.044575
18.390012,0.00,0.489345
18.400016,0.00,-0.072727
18.410015,0.00,-0.507722
18.420003,0.00,-0.053177
18.430004,0.00,0.430694
18.440008,0.00,-0.038514
18.450004,0.00,-0.009189
18.460012,0.00,0.161877
18.470003,0.00,-0.116715
18.480007,0.00,-0.121603
18.490007,0.00,0.552883
18.500011,0.00,0.010362
18.510011,175.00,1.046531
18.520107,175.00,0.939002
18.530075,175.00,-0.326881
18.540071,175.00,0.518670
18.550052,175.00,-1.504788
18.560052,175.00,0.738611
18.570035,175.00,-2.003324
18.580020,175.00,-0.336657
18.590019,175.00,-1.372824
18.600019,175.00,-0.708113
18.610023,175.00,-2.037535
18.620019,175.00,0.445356
18.630008,175.00,-0.532160
18.640104,175.00,-1.978886
18.650003,175.00,-0.204692
18.660104,175.00,0.000587
18.670080,175.00,1.711240
18.680063,175.00,-0.190029
18.690052,175.00,-1.504788
18.700044,175.00,0.059237
18.710012,175.00,-0.532160
18.720016,175.00,-0.175366
18.730016,175.00,-2.071750
18.740011,175.00,-0.199804
18.750003,175.00,-2.203712
18.760103,175.00,-0.155816
18.770011,175.00,-0.771651
18.780015,175.00,-0.234017
18.790004,175.00,0.484457
18.800083,175.00,0.034800
18.810047,175.00,1.354446
