Calibrating current sensor...
Make sure motor is NOT moving!
Zero ADC: 467.79
Zero voltage: 2.286
Test current (~0 A): -0.361
Starting test in 3 seconds...
Time_s,RPM,Current_A
18.820039,175.00,-0.395308
18.830028,175.00,-0.590811
18.840011,175.00,0.733724
18.850004,175.00,-2.037535
18.860004,175.00,-0.620136
18.870111,175.00,1.457088
18.880100,175.00,-0.483284
18.890087,175.00,0.015249
18.900068,175.00,-2.125514
18.910068,175.00,0.411143
18.920043,175.00,-0.253568
18.930047,175.00,-1.407037
18.940040,175.00,-2.017987
18.950031,175.00,-0.429521
18.960023,175.00,0.274291
18.970012,175.00,0.699511
18.980100,175.00,0.738611
18.990087,175.00,0.342717
19.000072,175.00,-0.302444
19.010059,175.00,-0.351319
19.020048,175.00,-1.460803
19.030040,175.00,-2.184165
19.040039,175.00,-0.273118
19.050027,175.00,-1.724730
19.060028,175.00,-1.020918
19.070024,175.00,-1.235971
19.080024,175.00,0.420918
19.090099,175.00,2.449269
19.100067,175.00,-1.167545
19.110084,175.00,-1.245749
19.120084,175.00,-1.167545
19.130088,175.00,0.411143
19.140068,175.00,-1.656306
19.150072,175.00,0.020137
19.160051,175.00,-2.091300
19.170040,175.00,0.152102
19.180023,175.00,0.284066
19.190004,175.00,0.176539
19.200096,175.00,-0.214467
19.210092,175.00,1.525514
19.220071,175.00,0.376930
19.230052,175.00,-1.675854
19.240060,175.00,-0.644574
19.250055,175.00,-1.739392
19.260051,175.00,0.342717
19.270044,175.00,-1.426587
19.280052,175.00,-0.414858
19.290056,175.00,-1.294625
19.300052,175.00,0.230303
19.310020,175.00,-0.106940
19.320007,175.00,-0.566373
19.330011,175.00,-1.954448
19.340007,175.00,0.244966
19.350088,175.00,1.305571
19.360076,175.00,-0.879178
19.370075,175.00,0.455132
19.380071,175.00,-1.710069
19.390060,175.00,0.552883
19.400035,175.00,-1.221311
19.410043,175.00,-0.722775
19.420043,175.00,-0.209579
19.430032,175.00,-0.023851
19.440027,175.00,-1.573215
19.450044,175.00,-0.654349
19.460035,175.00,-2.071750
19.470020,175.00,-0.038514
19.480003,175.00,-1.128445
19.490007,175.00,-0.756989
19.500108,175.00,1.867645
19.510004,0.00,0.689735
19.520011,0.00,0.665297
19.530015,0.00,2.532356
19.540008,0.00,-0.918279
19.550012,0.00,0.679960
19.560016,0.00,-0.683675
19.570003,0.00,-0.766764
19.580003,0.00,-0.923166
19.590007,0.00,0.411143
19.600004,0.00,0.225415
19.610012,0.00,-0.615249
19.620008,0.00,0.596871
19.630008,0.00,-0.546823
19.640012,0.00,0.127664
19.650011,0.00,-0.546823
19.660007,0.00,-0.224242
19.670003,0.00,0.596871
19.680007,0.00,-0.463734
19.690004,0.00,0.489345
19.700004,0.00,0.675073
19.710012,0.00,-0.160704
19.720016,0.00,0.572433
19.730012,0.00,-0.087390
19.740003,0.00,0.308504
19.750003,0.00,0.464907
19.760011,0.00,0.362267
19.770004,0.00,-0.561485
19.780012,0.00,-0.761876
19.790004,0.00,-0.023851
19.800012,0.00,0.313392
19.810007,0.00,-0.649462
19.820011,0.00,0.113001
19.830003,0.00,-0.561485
19.840007,0.00,0.098338
19.850004,0.00,-1.025805
19.860012,0.00,0.372043
19.870016,0.00,0.372043
19.880012,0.00,0.147214
19.890003,0.00,-0.786314
19.900003,0.00,-0.761876
19.910011,0.00,0.420918
19.920011,0.00,0.313392
19.930011,0.00,0.147214
19.940004,0.00,0.147214
19.950008,0.00,-0.756989
19.960004,0.00,0.621309
19.970012,0.00,-0.537047
19.980007,0.00,0.450244
19.990011,0.00,0.611534
20.000003,0.00,-0.781426
20.010011,0.00,-0.361094
20.020008,0.00,0.313392
20.030004,0.00,0.523558
20.040004,0.00,-0.532160
20.050008,0.00,-0.370870
20.060007,0.00,0.694623
20.070011,0.00,0.601759
20.080003,0.00,-0.458846
20.090003,0.00,0.596871
20.100004,0.00,-0.571260
20.110004,0.00,0.298729
20.120016,0.00,0.411143
20.130008,0.00,-0.566373
20.140003,0.00,0.772824
20.150003,0.00,0.044575
20.160007,0.00,0.054350
20.170011,0.00,-0.380645
20.180011,0.00,0.460019
20.190004,0.00,-0.605473
20.200004,0.00,0.337830
20.210016,0.00,0.156989
20.220012,0.00,0.455132
20.230007,0.00,-0.043402
20.240011,0.00,0.025024
20.250007,0.00,-0.302444
20.260015,0.00,0.479569
20.270011,0.00,0.293841
20.280004,0.00,-0.473509
20.290008,0.00,0.635972
20.300012,0.00,0.381818
20.310003,0.00,-0.439296
20.320011,0.00,0.899904
20.330003,0.00,-0.654349
20.340007,0.00,0.220528
20.350008,0.00,-0.380645
20.360012,0.00,0.386705
20.370004,0.00,0.582209
20.380008,0.00,-0.659237
20.390016,0.00,-0.908504
20.400007,0.00,-0.546823
20.410007,0.00,-0.703225
20.420011,0.00,0.357380
20.430011,0.00,0.660410
20.440004,0.00,0.328054
20.450012,0.00,0.376930
20.460004,0.00,0.362267
20.470012,0.00,0.210752
20.480012,0.00,0.029912
20.490007,0.00,-0.664124
20.500007,0.00,0.645747
20.510068,175.00,-0.483284
20.520067,175.00,-0.898728
20.530063,175.00,-0.077615
20.540052,175.00,0.205865
20.550031,175.00,-1.920235
20.560031,175.00,0.904789
20.570007,175.00,-2.321017
20.580112,175.00,0.025024
20.590087,175.00,0.279179
20.600072,175.00,0.528445
20.610052,175.00,-0.473509
20.620044,175.00,-2.154837
20.630048,175.00,-0.243793
20.640043,175.00,-1.822484
20.650051,175.00,0.274291
20.660043,175.00,-1.045356
20.670043,175.00,1.041641
20.680028,175.00,0.220528
20.690011,175.00,-1.504788
20.700012,175.00,0.787487
20.710096,175.00,-0.424633
20.720087,175.00,-0.356207
20.730079,175.00,0.538220
20.740060,175.00,-0.859628
20.750047,175.00,-1.299510
20.760040,175.00,0.435581
20.770019,175.00,-0.546823
20.780023,175.00,-0.546823
20.790023,175.00,-0.390420
20.800012,175.00,-0.126491
20.810012,175.00,-2.115738
20.820024,175.00,0.802152
20.830003,175.00,-2.306354
20.840103,175.00,-0.058064
20.850084,175.00,-0.654349
20.860088,175.00,0.934114
20.870071,175.00,-0.317106
20.880060,175.00,-2.057085
20.890043,175.00,-0.194917
20.900043,175.00,-1.582992
20.910043,175.00,0.748386
20.920024,175.00,-0.620136
20.930011,175.00,0.914564
20.940107,175.00,0.469794
20.950096,175.00,-0.835190
20.960088,175.00,-0.449071
20.970071,175.00,-1.851809
20.980068,175.00,-0.004301
20.990055,175.00,-1.309285
21.000051,175.00,-0.170479
21.010007,0.00,-1.104007
21.020004,0.00,-1.607430
21.030008,0.00,1.745455
21.040016,0.00,-2.853763
21.050012,0.00,-0.458846
21.060003,0.00,0.083675
21.070003,0.00,-0.468621
21.080011,0.00,-0.341544
21.090011,0.00,-0.380645
21.100011,0.00,-0.424633
21.110008,0.00,-0.062952
21.120012,0.00,-0.253568
21.130008,0.00,0.029912
21.140003,0.00,-0.150928
21.150007,0.00,0.293841
21.160011,0.00,-0.849853
21.170011,0.00,-0.605473
21.180007,0.00,-0.537047
21.190011,0.00,-0.321994
21.200004,0.00,0.142326
21.210012,0.00,-0.610361
21.220012,0.00,-0.224242
21.230016,0.00,-0.566373
21.240007,0.00,-0.082502
21.250011,0.00,0.464907
21.260004,0.00,0.518670
21.270008,0.00,0.171652
21.280004,0.00,0.460019
21.290004,0.00,0.538220
21.300012,0.00,0.308504
21.310007,0.00,-0.253568
21.320007,0.00,0.259628
21.330015,0.00,0.288954
21.340003,0.00,0.132551
21.350004,0.00,0.147214
21.360012,0.00,-0.131378
21.370004,0.00,-0.414858
21.380008,0.00,-0.146041
21.390003,0.00,0.308504
21.400011,0.00,0.098338
21.410003,0.00,-0.214467
21.420011,0.00,0.049462
21.430019,0.00,0.064125
21.440008,0.00,-0.131378
21.450004,0.00,0.132551
21.460004,0.00,-0.488172
21.470003,0.00,-0.463734
21.480012,0.00,0.098338
21.490003,0.00,-0.204692
21.500007,0.00,-0.082502
21.510011,0.00,0.254741
21.520011,0.00,0.108113
21.530012,0.00,-0.864515
21.540004,0.00,-0.615249
21.550003,0.00,0.606647
21.560007,0.00,0.083675
21.570011,0.00,-1.050243
21.580003,0.00,-0.419745
21.590003,0.00,0.504007
21.600015,0.00,-0.561485
21.610008,0.00,0.332942
21.620008,0.00,-0.649462
21.630012,0.00,-0.502834
21.640012,0.00,0.504007
21.650007,0.00,-0.595698
21.660015,0.00,0.381818
21.670003,0.00,-0.483284
21.680007,0.00,0.474682
21.690004,0.00,0.508895
21.700004,0.00,-0.365982
21.710004,0.00,0.460019
21.720003,0.00,0.342717
21.730012,0.00,0.147214
21.740003,0.00,0.020137
21.750003,0.00,-0.449071
21.760015,0.00,-0.590811
21.770015,0.00,0.455132
21.780012,0.00,-0.390420
21.790008,0.00,-0.106940
21.800012,0.00,-0.439296
21.810003,0.00,0.005474
21.820011,0.00,-0.097165
21.830011,0.00,0.450244
21.840011,0.00,-0.097165
21.850004,0.00,-0.185142
21.860004,0.00,-0.278006
21.870016,0.00,-0.209579
21.880012,0.00,-0.405083
21.890003,0.00,0.156989
21.900003,0.00,-0.160704
21.910011,0.00,-0.136266
21.920007,0.00,-0.199804
21.930007,0.00,-0.038514
21.940008,0.00,-0.092278
21.950004,0.00,0.479569
21.960008,0.00,0.205865
21.970012,0.00,-0.282893
21.980016,0.00,-0.170479
21.990003,0.00,0.069013
22.000011,0.00,0.367155
22.010040,175.00,-0.522385
22.020032,175.00,-0.615249
22.030019,175.00,-2.237928
22.040016,175.00,-0.502834
22.050003,175.00,-0.962267
22.060100,175.00,-0.835190
22.070087,175.00,-0.830302
22.080064,175.00,-0.669012
22.090047,175.00,-0.551710
22.100032,175.00,-1.030693
22.110023,175.00,0.816812
22.120004,175.00,-2.130399
22.130004,175.00,-0.400195
22.140100,175.00,0.489345
22.150079,175.00,-0.737438
22.160072,175.00,-0.752101
22.170064,175.00,-1.807821
22.180063,175.00,-0.473509
22.190055,175.00,-1.089344
22.200056,175.00,0.787487
22.210035,175.00,-2.169502
22.220043,175.00,0.934114
22.230028,175.00,-1.460803
22.240020,175.00,-0.698338
22.250011,175.00,-1.573215
22.260007,0.00,0.504007
22.270011,0.00,0.396481
22.280012,0.00,1.828544
22.290008,0.00,-2.550733
22.300003,0.00,-0.370870
22.310003,0.00,-0.429521
22.320011,0.00,0.205865
22.330003,0.00,-0.937829
22.340007,0.00,0.147214
22.350011,0.00,-0.903616
22.360004,0.00,0.518670
22.370008,0.00,-0.986705
22.380004,0.00,0.621309
22.390012,0.00,0.577321
22.400003,0.00,0.386705
22.410003,0.00,-0.458846
22.420011,0.00,0.479569
22.430011,0.00,0.416031
22.440015,0.00,-0.864515
22.450016,0.00,0.386705
22.460004,0.00,-0.688562
22.470012,0.00,-0.224242
22.480007,0.00,-0.541935
22.490003,0.00,0.577321
22.500007,0.00,-0.595698
22.510011,0.00,-0.062952
22.520011,0.00,0.156989
22.530012,0.00,0.420918
22.540004,0.00,0.240078
22.550008,0.00,-0.620136
22.560012,0.00,0.416031
22.570011,0.00,-0.038514
22.580011,0.00,-0.419745
22.590011,0.00,0.039687
22.600004,0.00,0.000587
22.610012,0.00,-0.043402
22.620012,0.00,-0.434408
22.630008,0.00,-0.517497
22.640003,0.00,0.450244
22.650016,0.00,0.406256
22.660007,0.00,-0.527272
22.670011,0.00,-0.571260
22.680015,0.00,0.440469
22.690004,0.00,-0.576148
22.700012,0.00,0.406256
22.710020,0.00,0.000587
22.720003,0.00,-0.321994
22.730003,0.00,0.259628
22.740016,0.00,-0.380645
22.750007,0.00,0.406256
22.760011,0.00,0.435581
22.770004,0.00,0.469794
22.780004,0.00,0.332942
22.790012,0.00,0.054350
22.800012,0.00,0.098338
22.810012,0.00,-0.385532
22.820007,0.00,0.411143
22.830003,0.00,0.337830
22.840011,0.00,0.460019
22.850004,0.00,0.161877
22.860004,0.00,-0.146041
22.870004,0.00,-0.185142
22.880004,0.00,0.728836
22.890012,0.00,0.372043
22.900011,0.00,0.103226
22.910007,0.00,0.323167
22.920003,0.00,0.171652
22.930011,0.00,-0.497947
22.940008,0.00,-0.395308
22.950012,0.00,0.396481
22.960012,0.00,-0.102053
22.970008,0.00,0.362267
22.980012,0.00,-0.038514
22.990007,0.00,0.391593
23.000011,0.00,-0.214467
23.010004,0.00,-0.317106
23.020011,0.00,-0.072727
23.030012,0.00,0.430694
23.040008,0.00,0.479569
23.050003,0.00,-0.761876
23.060003,0.00,0.372043
23.070003,0.00,0.567546
23.080011,0.00,-0.595698
23.090011,0.00,-0.067840
23.100015,0.00,-0.214467
23.110015,0.00,0.455132
23.120008,0.00,0.464907
23.130008,0.00,-0.561485
23.140012,0.00,0.093451
23.150007,0.00,-0.033627
23.160003,0.00,0.083675
23.170011,0.00,-0.067840
23.180004,0.00,-0.278006
23.190004,0.00,-0.028739
23.200012,0.00,-0.307331
23.210012,0.00,0.230303
23.220008,0.00,0.479569
23.230003,0.00,-0.390420
23.240007,0.00,-0.023851
23.250011,0.00,-0.678787
23.260068,262.50,1.139395
23.270004,262.50,-0.175366
23.280052,262.50,-0.405083
23.290084,262.50,0.469794
23.300016,262.50,1.740568
23.310043,262.50,-0.576148
23.320079,262.50,-0.204692
23.330020,262.50,0.567546
23.340047,262.50,1.237147
23.350091,262.50,1.061192
23.360027,262.50,1.828544
23.370071,262.50,0.640860
23.380096,262.50,-0.669012
23.390035,262.50,0.396481
23.400068,262.50,-0.175366
23.410020,262.50,0.186315
23.420047,262.50,-0.507722
23.430088,262.50,-0.434408
23.440019,262.50,2.258651
23.450059,262.50,-0.082502
23.460096,262.50,0.171652
23.470031,262.50,0.362267
23.480068,262.50,0.293841
23.490003,262.50,1.398435
23.500043,262.50,0.161877
23.510068,262.50,-1.250634
23.520019,262.50,1.569500
23.530040,262.50,0.606647
23.540067,262.50,-0.146041
23.550003,262.50,0.494232
23.560039,262.50,-0.190029
23.570068,262.50,0.015249
23.580099,262.50,-0.810752
23.590040,262.50,1.378887
23.600072,262.50,-0.043402
23.610095,262.50,0.122776
23.620023,262.50,-0.214467
23.630071,262.50,-0.356207
23.640012,262.50,1.325121
23.650064,262.50,-0.395308
23.660100,262.50,-0.756989
23.670047,262.50,0.010362
23.680072,262.50,-0.400195
23.690004,262.50,0.298729
23.700027,262.50,-0.263343
23.710075,262.50,1.593938
23.720020,262.50,0.259628
23.730043,262.50,-0.458846
23.740087,262.50,-0.537047
23.750019,262.50,1.432650
23.760059,262.50,-0.102053
23.770099,262.50,0.836363
23.780027,262.50,0.117888
23.790056,262.50,-0.023851
23.800096,262.50,-0.204692
23.810024,262.50,-0.282893
23.820079,262.50,1.168721
23.830015,262.50,0.313392
23.840055,262.50,-0.136266
23.850008,262.50,0.054350
23.860027,262.50,0.171652
23.870063,262.50,1.882305
23.880096,262.50,-0.238905
23.890031,262.50,0.298729
23.900064,262.50,0.083675
23.910076,262.50,-0.170479
23.920011,262.50,1.110067
23.930047,262.50,-0.365982
23.940092,262.50,-0.732551
23.950040,262.50,-0.532160
23.960071,262.50,-0.243793
23.970020,262.50,-0.263343
23.980060,262.50,1.872532
23.990095,262.50,-0.160704
24.000024,262.50,1.637926
24.010055,262.50,0.342717
24.020084,262.50,-0.796089
24.030015,262.50,0.640860
24.040027,262.50,-0.331769
24.050071,262.50,0.191202
24.060096,262.50,-0.659237
24.070032,262.50,-0.840077
24.080055,262.50,-0.537047
24.090084,262.50,0.758162
24.100011,262.50,0.738611
24.110048,262.50,-0.312219
24.120100,262.50,-0.644574
24.130039,262.50,-0.175366
24.140087,262.50,1.359336
24.150035,262.50,0.596871
24.160072,262.50,-0.473509
24.170007,262.50,0.362267
24.180047,262.50,-0.092278
24.190092,262.50,-0.761876
24.200031,262.50,2.200000
24.210035,262.50,-0.278006
24.220079,262.50,-0.033627
24.230024,262.50,1.593938
24.240064,262.50,-0.224242
24.250003,262.50,0.464907
24.260028,262.50,-0.375757
24.270076,262.50,1.623266
24.280019,262.50,1.652591
24.290063,262.50,0.435581
24.300092,262.50,-0.190029
24.310016,262.50,1.589050
24.320047,262.50,-0.532160
24.330091,262.50,1.378887
24.340028,262.50,-0.331769
24.350072,262.50,-0.688562
24.360015,262.50,1.701467
24.370052,262.50,-0.517497
24.380096,262.50,0.166764
24.390020,262.50,0.416031
24.400051,262.50,-0.341544
24.410091,262.50,0.601759
24.420019,262.50,-0.370870
24.430047,262.50,-0.810752
24.440088,262.50,-0.141153
24.450031,262.50,-0.781426
24.460079,262.50,0.005474
24.470096,262.50,-0.805864
24.480031,262.50,0.489345
24.490064,262.50,0.518670
24.500091,262.50,-0.439296
24.510028,262.50,-0.742326
24.520080,262.50,-0.062952
24.530012,262.50,1.432650
24.540056,262.50,1.447310
24.550083,262.50,-0.116715
24.560028,262.50,0.279179
24.570068,262.50,-0.449071
24.580011,262.50,1.422873
24.590051,262.50,-0.595698
24.600091,262.50,0.069013
24.610012,262.50,1.383774
24.620059,262.50,2.268426
24.630100,262.50,-0.732551
24.640043,262.50,1.158943
24.650079,262.50,0.166764
24.660011,262.50,0.000587
24.670032,262.50,-0.879178
24.680067,262.50,0.332942
24.690011,262.50,1.100292
24.700048,262.50,-0.018964
24.710084,262.50,-0.253568
24.720027,262.50,2.297752
24.730064,262.50,0.367155
24.740100,262.50,-0.199804
24.750036,262.50,-0.713000
24.760072,262.50,0.171652
24.770008,262.50,0.249853
24.780036,262.50,-0.229130
24.790071,262.50,-0.282893
24.800016,262.50,0.626197
24.810039,262.50,0.401368
24.820068,262.50,0.220528
24.830091,262.50,0.802152
24.840024,262.50,1.437538
24.850055,262.50,-1.265297
24.860015,262.50,1.843207
24.870052,262.50,0.699511
24.880083,262.50,-0.713000
24.890003,262.50,0.122776
24.900035,262.50,-0.248680
24.910072,262.50,1.378887
24.920007,262.50,1.667252
24.930040,262.50,-1.675854
24.940088,262.50,-0.106940
24.950016,262.50,0.939002
24.960039,262.50,-0.199804
24.970075,262.50,0.499120
24.980100,262.50,-0.703225
24.990047,262.50,-0.502834
25.000087,262.50,-0.082502
25.010007,262.50,-0.825415
25.020040,262.50,2.327077
25.030071,262.50,-0.551710
25.040008,262.50,2.424829
25.050035,262.50,-0.546823
25.060079,262.50,0.171652
25.070003,262.50,0.973217
25.080024,262.50,-0.219355
25.090063,262.50,-0.194917
25.100107,262.50,-0.854740
25.110031,262.50,1.144283
25.120080,262.50,-0.326881
25.130020,262.50,0.538220
25.140052,262.50,-0.791202
25.150083,262.50,-0.150928
25.160036,262.50,-0.409970
25.170076,262.50,-0.405083
25.180015,262.50,1.305571
25.190048,262.50,0.288954
25.200071,262.50,-0.297556
25.210012,262.50,1.207819
25.220056,262.50,-0.791202
25.230100,262.50,1.769893
25.240024,262.50,-0.317106
25.250068,262.50,0.156989
25.260015,0.00,-2.594721
25.270004,0.00,-1.084456
25.280012,0.00,-0.874290
25.290012,0.00,-1.758945
25.300008,0.00,-3.269209
25.310012,0.00,-1.446137
25.320007,0.00,-0.439296
25.330003,0.00,0.308504
25.340003,0.00,-0.473509
25.350011,0.00,-0.571260
25.360008,0.00,0.064125
25.370016,0.00,-0.405083
25.380008,0.00,0.352492
25.390012,0.00,-0.605473
25.400011,0.00,-0.087390
25.410007,0.00,0.660410
25.420003,0.00,0.665297
25.430011,0.00,0.000587
25.440004,0.00,-0.238905
25.450012,0.00,0.376930
25.460012,0.00,-0.537047
25.470012,0.00,0.411143
25.480003,0.00,0.357380
25.490003,0.00,0.284066
25.500011,0.00,0.113001
25.510004,0.00,0.244966
25.520004,0.00,0.538220
25.530008,0.00,-0.615249
25.540004,0.00,0.069013
25.550003,0.00,0.557771
25.560003,0.00,0.675073
25.570003,0.00,-0.615249
25.580003,0.00,0.675073
25.590007,0.00,0.665297
25.600008,0.00,-0.121603
25.610008,0.00,-0.053177
25.620008,0.00,-0.732551
25.630008,0.00,-0.537047
25.640003,0.00,0.372043
25.650011,0.00,-0.820527
25.660003,0.00,0.284066
25.670007,0.00,-0.409970
25.680004,0.00,-0.888953
25.690011,0.00,-0.444183
25.700012,0.00,-0.483284
25.710008,0.00,-0.258455
25.720016,0.00,-0.346432
25.730007,0.00,0.675073
25.740003,0.00,-0.434408
25.750003,0.00,0.215640
25.760007,0.00,0.684848
25.770008,0.00,-0.835190
25.780012,0.00,0.088563
25.790016,0.00,0.396481
25.800003,0.00,0.655522
25.810007,0.00,-0.258455
25.820011,0.00,-0.292668
25.830011,0.00,0.650635
25.840011,0.00,-0.781426
25.850004,0.00,-0.605473
25.860012,0.00,0.362267
25.870004,0.00,0.328054
25.880012,0.00,-0.781426
25.890003,0.00,0.210752
25.900016,0.00,-0.600586
25.910007,0.00,0.430694
25.920011,0.00,-0.023851
25.930007,0.00,0.552883
25.940011,0.00,-0.444183
25.950004,0.00,-0.815639
25.960008,0.00,-0.556598
25.970012,0.00,0.347605
25.980007,0.00,0.508895
25.990003,0.00,0.538220
26.000007,0.00,-0.297556
26.010007,0.00,0.430694
26.020011,0.00,-0.463734
26.030004,0.00,0.635972
26.040004,0.00,-0.800977
26.050003,0.00,-0.097165
26.060003,0.00,0.547996
26.070003,0.00,0.552883
26.080007,0.00,-0.654349
26.090007,0.00,0.235190
26.100004,0.00,-0.321994
26.110012,0.00,0.508895
26.120012,0.00,0.034800
26.130008,0.00,-0.185142
26.140003,0.00,-1.030693
26.150003,0.00,0.455132
26.160007,0.00,-0.165591
26.170011,0.00,-0.800977
26.180004,0.00,0.420918
26.190015,0.00,0.528445
26.200012,0.00,-0.717888
26.210008,0.00,-0.507722
26.220008,0.00,-0.854740
26.230007,0.00,-0.341544
26.240003,0.00,0.113001
26.250007,0.00,0.328054
26.260076,262.50,0.376930
26.270004,262.50,0.821700
26.280036,262.50,-0.571260
26.290075,262.50,0.826590
26.300092,262.50,-0.219355
26.310024,262.50,0.934114
26.320060,262.50,-0.390420
26.330095,262.50,0.303617
26.340019,262.50,1.696579
26.350055,262.50,-0.830302
26.360092,262.50,-0.321994
26.370044,262.50,0.005474
26.380064,262.50,-0.351319
26.390008,262.50,0.499120
26.400028,262.50,-0.708113
26.410072,262.50,-0.258455
26.420024,262.50,1.066082
26.430051,262.50,-1.407037
26.440099,262.50,0.508895
26.450031,262.50,0.313392
26.460071,262.50,-0.800977
26.470100,262.50,0.621309
26.480020,262.50,-0.346432
26.490068,262.50,0.767937
26.500095,262.50,-0.356207
26.510023,262.50,1.349559
26.520059,262.50,0.029912
26.530092,262.50,0.191202
26.540019,262.50,1.417985
26.550052,262.50,0.352492
26.560083,262.50,-0.238905
26.570020,262.50,-0.576148
26.580055,262.50,1.105180
26.590095,262.50,-1.050243
26.600032,262.50,1.940958
26.610059,262.50,-0.126491
26.620012,262.50,1.745455
26.630056,262.50,-0.957379
26.640092,262.50,-0.644574
26.650032,262.50,0.293841
26.660068,262.50,-0.361094
26.670011,262.50,1.310461
26.680044,262.50,-0.405083
26.690076,262.50,0.767937
26.700008,262.50,-0.370870
26.710031,262.50,-0.761876
26.720079,262.50,-0.825415
26.730020,262.50,1.359336
26.740060,262.50,-0.786314
26.750003,262.50,0.244966
26.760032,262.50,-0.214467
26.770072,262.50,0.093451
26.780099,262.50,0.000587
26.790019,262.50,0.914564
26.800056,262.50,-0.615249
26.810092,262.50,0.939002
26.820007,262.50,1.007428
26.830039,262.50,-0.825415
26.840087,262.50,0.665297
26.850008,262.50,0.401368
26.860023,262.50,-0.092278
26.870067,262.50,0.122776
26.880096,262.50,0.176539
26.890027,262.50,-0.908504
26.900051,262.50,-0.796089
26.910087,262.50,-1.411924
26.920040,262.50,1.417985
26.930072,262.50,0.264516
26.940099,262.50,-0.268230
26.950035,262.50,-0.409970
26.960067,262.50,-0.058064
26.970096,262.50,0.000587
26.980007,262.50,2.278202
26.990032,262.50,0.440469
27.000055,262.50,-0.155816
27.010087,262.50,0.772824
27.020008,262.50,0.533333
27.030027,262.50,-0.854740
27.040067,262.50,-0.190029
27.050092,262.50,0.274291
27.060024,262.50,1.681917
27.070056,262.50,0.303617
27.080083,262.50,-0.190029
27.090003,262.50,0.034800
27.100019,262.50,0.274291
27.110059,262.50,0.552883
27.120084,262.50,-0.194917
27.130023,262.50,-0.180254
27.140068,262.50,1.242034
27.150016,262.50,0.904789
27.160036,262.50,-0.199804
27.170080,262.50,1.119845
27.180015,262.50,1.271358
27.190059,262.50,-0.810752
27.200099,262.50,0.103226
27.210020,262.50,1.173606
27.220060,262.50,-0.385532
27.230003,262.50,-0.199804
27.240039,262.50,-0.556598
27.250083,262.50,0.186315
27.260004,0.00,-0.209579
27.270011,0.00,-0.102053
27.280004,0.00,1.212709
27.290012,0.00,0.455132
27.300008,0.00,-0.556598
27.310007,0.00,-4.539979
27.320003,0.00,-0.458846
27.330007,0.00,-0.502834
27.340011,0.00,0.015249
27.350004,0.00,0.181427
27.360004,0.00,-0.346432
27.370008,0.00,0.425806
27.380016,0.00,-0.385532
27.390003,0.00,-0.243793
27.400007,0.00,-0.395308
27.410015,0.00,-0.185142
27.420007,0.00,-0.268230
27.430011,0.00,-0.282893
27.440004,0.00,0.069013
27.450008,0.00,-0.287781
27.460004,0.00,-0.087390
27.470012,0.00,-0.258455
27.480007,0.00,0.254741
27.490007,0.00,-0.126491
27.500011,0.00,0.093451
27.510004,0.00,-0.087390
27.520004,0.00,0.098338
27.530004,0.00,-0.488172
27.540012,0.00,0.005474
27.550003,0.00,0.064125
27.560003,0.00,0.259628
27.570016,0.00,-0.082502
27.580011,0.00,0.249853
27.590015,0.00,-0.610361
27.600015,0.00,0.489345
27.610008,0.00,0.122776
27.620008,0.00,-0.356207
27.630004,0.00,-0.336657
27.640008,0.00,-0.058064
27.650007,0.00,0.230303
27.660011,0.00,-0.214467
27.670015,0.00,-0.136266
27.680004,0.00,-0.141153
27.690008,0.00,0.127664
27.700016,0.00,0.152102
27.710008,0.00,-0.004301
27.720003,0.00,-0.566373
27.730007,0.00,-0.023851
27.740007,0.00,0.259628
27.750007,0.00,-0.116715
27.760004,0.00,-0.248680
27.770011,0.00,-0.400195
27.780008,0.00,-0.282893
27.790008,0.00,0.220528
27.800012,0.00,0.108113
27.810003,0.00,-0.385532
27.820003,0.00,-0.458846
27.830003,0.00,-0.111828
27.840003,0.00,0.049462
27.850004,0.00,-0.126491
27.860008,0.00,-0.072727
27.870012,0.00,-0.028739
27.880012,0.00,0.059237
27.890003,0.00,-0.409970
27.900003,0.00,0.039687
27.910011,0.00,-0.664124
27.920011,0.00,0.020137
27.930007,0.00,0.034800
27.940004,0.00,-0.160704
27.950004,0.00,0.376930
27.960016,0.00,-0.278006
27.970003,0.00,-0.287781
27.980012,0.00,-0.268230
27.990003,0.00,0.005474
28.000015,0.00,-0.033627
28.010011,0.00,-0.004301
28.020004,0.00,-0.072727
28.030012,0.00,-0.263343
28.040008,0.00,0.249853
28.050008,0.00,0.181427
28.060003,0.00,-0.199804
28.070003,0.00,-0.307331
28.080015,0.00,0.303617
28.090003,0.00,-0.346432
28.100004,0.00,-0.155816
28.110008,0.00,0.557771
28.120004,0.00,0.518670
28.130004,0.00,0.396481
28.140012,0.00,0.518670
28.150011,0.00,-0.854740
28.160011,0.00,0.342717
28.170007,0.00,0.083675
28.180011,0.00,-0.136266
28.190008,0.00,-0.194917
28.200012,0.00,-0.766764
28.210004,0.00,0.543108
28.220003,0.00,-0.698338
28.230003,0.00,0.626197
28.240016,0.00,0.259628
28.250015,0.00,-0.820527
28.260047,262.50,1.114957
28.270084,262.50,-0.204692
28.280015,262.50,0.318279
28.290048,262.50,-0.424633
28.300092,262.50,0.191202
28.310016,262.50,-0.346432
28.320068,262.50,-0.976930
28.330011,262.50,0.811925
28.340055,262.50,-0.321994
28.350095,262.50,-0.693450
28.360031,262.50,0.376930
28.370063,262.50,-0.654349
28.380008,262.50,-0.600586
